"Drift.Time..days.","Alt2b_87_H","Column1","Column2","Alt2b_87_M","Column3","Column4","Alt2b_87_L","Column5","Column6","Alt2b_11_H","Column7","Column8","Alt2b_11_M","Column9","Column10","Alt2b_11_L","Column11","Column12","Alt2b_98_H","Column13","Column14","Alt2b_98_M","Column15","Column16","Alt2b_98_L","Column17","Column18","Alt2b_85_H","Column19","Column20","Alt2b_85_M","Column21","Column22","Alt2b_85_L","Column23","Column24","Alt2b_83_HP","Column25","Column26","Alt2b_84_M","Column27","Column28","Alt2b_83_LF","Column29","Column30","Alt2b_83_H","Column31","Column32","Alt2b_83_M","Column33","Column34","Alt2b_83_L","Column35","Column36","Alt2b_80_H","Column37","Column38","Alt2b_80_M","Column39","Column40","Alt2b_80_L","Column41","Column42","Alt2b_75_H","Column43","Column44","Alt2b_75_M","Column45","Column46","Alt2b_75_L","Column47","Column48","Alt2b_68_H","Column49","Column50","Alt2b_68_M","Column51","Column52","Alt2b_68_L","Column53","Column54"
NA,"ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained"
1.375,"2.65140897744166","23.5756905158228","1","2.54080656495","22.3569387369878","1","2.41798460766238","21.0048853775466","1","3.0579323206825","28.2586532411846","1","2.90392666147862","26.6031167378801","1","2.90392575643864","26.6031100816661","1","3.2900372565491","26.7885608262488","1","3.20301980202566","25.6481502324467","1","3.20288836425076","25.6475271786102","1","2.69525729838257","24.0971923591505","1","2.57508839182128","22.7852711354997","1","2.43451915566526","21.2534582697824","1","2.65368773693477","23.1401523236359","1","2.03077524426571","19.1926662741321","1","2.4726033786118","21.0386256477311","1","2.65375991318577","23.1409090385943","1","2.56353818087597","22.0920457480496","1","2.56346632426331","22.0912899484857","1","3.1458159945158","27.9147261354981","1","3.05022985129653","26.7587434744882","1","2.9390166187985","25.4201541636399","1","3.06334094089513","28.6884087368835","1","2.93003337713742","27.228458481044","1","2.75939696623957","25.3656852411243","1","2.5817942948527","22.3821423666701","1","2.43451915566526","21.2534582697824","1","1.89715817841717","17.1568511031269","1"
1.5,"2.71447698701102","26.2901675028338","1","2.60686822437385","24.9638069613616","1","2.48728946512595","23.4921748426726","1","3.12963258701008","31.3882858281946","1","2.97911871915683","29.5822354570369","1","2.97909023899699","29.5822003206631","1","3.40879277527326","30.1973536015221","1","3.32733136585464","28.9754815983014","1","3.32718783930812","28.9747150179183","1","2.79143240165899","26.8886247608095","1","2.67385899384856","25.4591301293482","1","2.53622648232483","23.7896847521073","1","2.72614120082121","25.8662935244571","1","2.02655460751627","21.2192208816484","1","2.55197339973592","23.590599047467","1","2.72620342629838","25.8671124648927","1","2.63946471437023","24.7315104624199","1","2.63940259355966","24.7306925420454","1","3.26737399273614","31.1821001282342","1","3.1769296138086","29.9356730882968","1","3.07155625707832","28.4917104207182","1","3.12733708529781","31.8157458221813","1","2.99707459334015","30.2255330743841","1","2.83022063859796","28.1959058797223","1","2.66170429761539","25.0438466642855","1","2.53622648232483","23.7896847521073","1","2.03308827670813","19.1899393798351","1"
1.625,"2.73159552823131","29.0217630310651","1","2.62664868905086","27.5904556504125","1","2.50996951259933","26.0021443552719","1","3.15364123353346","34.5419270617281","1","3.00603506753581","32.5882705245727","1","3.00602341412493","32.588223734788","1","3.48368831200999","33.6810419135321","1","3.40666338278056","32.3821449810819","1","3.40649839914301","32.3812134170613","1","2.83736251140014","29.7259872722096","1","2.72342654502927","28.1825566743775","1","2.58994211449708","26.3796268666044","1","2.75777397153405","28.6240674959912","1","2.10449365462118","23.3237145362695","1","2.59005130585959","26.1806503533266","1","2.75783462917546","28.6249470940681","1","2.67433726691466","27.4058477293345","1","2.67427648044831","27.4049690224937","1","3.32787854225728","34.5099786704915","1","3.24277352032235","33.1784466086191","1","3.1434754258189","31.6351858465371","1","3.14725151704602","34.9629973392273","1","3.01953044215773","33.2450635165419","1","2.8558454550793","31.0517513348016","1","2.69188048174195","27.7357271460275","1","2.58994211449708","26.3796268666044","1","2.12726006665967","21.3171994464947","1"
1.75,"2.76738244821058","31.7891454792757","1","2.66694027683517","30.2573959272476","1","2.55516681942139","28.5573111746933","1","3.15234878827411","37.6942758500022","1","3.00734060358665","35.5956111281593","1","3.00731291409304","35.5955366488811","1","3.54150402668948","37.2225459402216","1","3.46859973362292","35.8507447147048","1","3.46842450347187","35.8496379205332","1","2.86371445618392","32.5897017283935","1","2.75384576580481","30.9364024401823","1","2.62501033272844","29.0046371993328","1","2.78953836065207","31.4136058566432","1","2.17386804927815","25.4975825855477","1","2.62838733425032","28.8090376875769","1","2.78959327706887","31.414540371137","1","2.70939889454018","30.1152466238747","1","2.70934385272675","30.1143128752205","1","3.38013944693273","37.8901181174242","1","3.29972161362687","36.478168222246","1","3.20578071485371","34.8409665613909","1","3.15038560110927","38.1133829403366","1","3.02555740617151","36.2706209227134","1","2.86547532602112","33.9172266608227","1","2.69978902508247","30.4355161711099","1","2.62501033272844","29.0046371993328","1","2.19899970589251","23.5161991523872","1"
1.875,"2.8247661236163","34.613911602892","1","2.72797335955872","32.9853692868064","1","2.62019226070136","31.1775034353947","1","3.15054580861197","40.8448216586142","1","3.00813744499495","38.6037485731543","1","3.00811767648515","38.6036543253662","1","3.60181470245062","40.8243606426722","1","3.53304185843703","39.3837865731419","1","3.53283854897794","39.3824764695111","1","2.88079991335383","35.4705016417473","1","2.77376544105806","33.7101678812404","1","2.64818402420356","31.6528212235364","1","2.8270435038801","34.2406493605233","1","2.18727271048397","27.6848552960316","1","2.67201555101139","31.4810532385883","1","2.82710476718264","34.2416451383196","1","2.74998471898134","32.8652313428561","1","2.74992320244747","32.8642360776679","1","3.41186991254848","41.3019880299727","1","3.3360646481461","39.8142328703921","1","3.24740837072096","38.0883749321118","1","3.15999338445654","41.2733763247931","1","3.03797216093067","39.308593083644","1","2.88139239885103","36.7986190596737","1","2.70390879351865","33.1394249646286","1","2.64818402420356","31.6528212235364","1","2.22770765684824","25.7439068092355","1"
2,"2.88544657429736","37.4993581771894","1","2.79200994090284","35.7773792277092","1","2.68789941337281","33.8654028487675","1","3.15537620873573","44.0001978673499","1","3.01520355242711","41.6189521255814","1","3.01518668097457","41.6188410063408","1","3.65182890134128","44.4761895440135","1","3.58670771811977","42.9704942912616","1","3.58649446026041","42.9689709297715","1","2.91524616352785","38.3857478052752","1","2.8108691273148","36.5210370085552","1","2.68833996493113","34.3411611884675","1","2.86892993557539","37.1095792960987","1","2.17058001674817","29.8554353127798","1","2.71989287884346","34.2009461174318","1","2.86901127406014","37.1106564123798","1","2.79489764892173","35.6601289917778","1","2.794816258922","35.6590523365899","1","3.43486851853604","44.7368565485087","1","3.36325419843761","43.1774870688297","1","3.2794091068312","41.367784038943","1","3.17523921043628","44.4486155352294","1","3.0554954305564","42.3640885142004","1","2.90176394525197","39.7003830049257","1","2.71032435446174","35.8497493190903","1","2.68833996493113","34.3411611884675","1","2.22274923534905","27.9666560445845","1"
2.125,"2.94645587677104","40.4458140539604","1","2.85652914823499","38.6339083759442","1","2.7562538780715","36.621656726839","1","3.17210131762248","47.1722991849724","1","3.0340207921551","44.6529729177365","1","3.0340016474244","44.6528426537652","1","3.71566629746471","48.1918558414782","1","3.65389415092502","46.6243884421867","1","3.65367901485727","46.6226499446288","1","3.01603947149685","41.401787276772","1","2.91421515821551","39.4352521667707","1","2.79461924684949","37.135780435317","1","2.91632455554301","40.0259038516417","1","2.14960793338774","32.0050432461675","1","2.77296345483139","36.9739095722631","1","2.91640127349797","40.0270576858778","1","2.84513717573136","38.5052661675091","1","2.8450596308898","38.5041119674797","1","3.4844555388688","48.2213120873775","1","3.4167887519062","46.5942758207359","1","3.33748315212376","44.7052671910668","1","3.24001898263967","47.688634517869","1","3.12213059843604","45.4862191126365","1","2.97074379081832","42.671126795744","1","2.79877370787668","38.648523026967","1","2.79461924684949","37.135780435317","1","2.20755603443724","30.1742120790218","1"
2.25,"3.00474098506501","43.4505550390254","1","2.91771011343245","41.5516184893766","1","2.82071341654286","39.4423701433819","1","3.22114312691185","50.3934423118842","1","3.08508247004492","47.7380553877814","1","3.08506241536351","47.7379050691287","1","3.77224008373938","51.9640959252176","1","3.71371199227589","50.3381004344626","1","3.71349762869514","50.3361475733239","1","3.10702287062914","44.5088101474012","1","3.00713351882409","42.4423856855948","1","2.88976664833724","40.0255470836542","1","2.97744377448107","43.0033476261228","1","2.14272391637228","34.1477671625398","1","2.8386220601865","39.8125316324496","1","2.977534906536","43.0045925924138","1","2.90854768359851","41.4138138511077","1","2.90845580851876","41.4125677759985","1","3.5318194481977","51.7531315355752","1","3.46739536461137","50.0616711853473","1","3.39182792557922","48.097095116646","1","3.31206575689649","51.0007002747655","1","3.19713109866223","48.6833502112987","1","3.04939174856833","45.7205185443124","1","2.91295771617902","41.561480743146","1","2.88976664833724","40.0255470836542","1","2.20151498051439","32.3757270595362","1"
2.375,"3.0602241410498","46.5107791800752","1","2.97667894143048","44.5282974308071","1","2.88358660867176","42.3259567520536","1","3.29777213499199","53.6912144468762","1","3.16374448970127","50.9017998774827","1","3.16372716450011","50.9016322336288","1","3.85055860626258","55.8146545314801","1","3.7949820865616","54.1330825210241","1","3.79476561613231","54.1309131894562","1","3.19183751457926","47.7006476619804","1","3.09366707384294","45.5360527594377","1","2.97831942927237","43.0038665129266","1","3.00947288940655","46.0128205155293","1","2.21731079280331","36.3650779553431","1","2.87481854295859","42.6873501754082","1","3.00956121504586","46.0141538074596","1","2.942662213376","44.3564760644837","1","2.94257308429282","44.3551408602913","1","3.58371943618773","55.3368509717629","1","3.52187083622804","53.5835420215753","1","3.44927733106745","51.5463724477134","1","3.37030676278888","54.3710070375544","1","3.2589016000088","51.9422518113075","1","3.11553258223267","48.836051126545","1","3.01778771500167","44.5792684581477","1","2.97831942927237","43.0038665129266","1","2.21147387357015","34.5872009331063","1"
2.5,"3.11256090103147","49.6233400811067","1","3.03239379203031","47.5606912228374","1","2.94300377552649","45.2689605275801","1","3.35783571006485","57.0490501569411","1","3.22577190248816","54.1275717799709","1","3.22575695500132","54.1273891886301","1","3.90550817986406","59.7201627113442","1","3.8520836949766","57.9851662160007","1","3.85187443692865","57.9827876263849","1","3.25525600314997","50.9559036651304","1","3.15920132308943","48.6952540825271","1","3.04628178843352","46.0501483013601","1","3.06733085533567","49.080151370865","1","2.28291479886609","38.6479927542092","1","2.93628402079377","45.623634196202","1","3.06742171232594","49.0815755197855","1","3.00232878028938","47.358804844773","1","3.00223749306781","47.3573783533591","1","3.64572792369956","58.9825788954625","1","3.58671230511218","57.1702543266875","1","3.51739321142059","55.063765659134","1","3.41050038358396","57.7815074211384","1","3.30195910796627","55.2442109192738","1","3.16216219349403","51.9982133200391","1","3.10162192390959","47.6808903820573","1","3.04628178843352","46.0501483013601","1","2.23153855787527","36.8187394909816","1"
2.625,"3.13198315435139","52.7553232354581","1","3.05425579809426","50.6149470209317","1","2.96754074501589","48.236501272596","1","3.3691018460657","60.4181520030068","1","3.23970385595016","57.367275635921","1","3.23969152806447","57.3670807166946","1","3.91485627583737","63.6350189871816","1","3.8629747672718","61.8481409832725","1","3.86233559778929","61.8451232241742","1","3.27678701963203","54.2326906847624","1","3.1836410230659","51.878895105593","1","3.07405401523351","49.1242023165936","1","3.07219921859239","52.1523505894574","1","2.36230877497657","41.0103015291858","1","2.94474658410437","48.5683807803064","1","3.07228952591436","52.1538650456999","1","3.0089933771618","50.3677982219348","1","3.00890249249232","50.3662808458514","1","3.69041845524577","62.6729973507083","1","3.63312620945212","60.8033805361396","1","3.56580498526529","58.6295706443993","1","3.42500925868181","61.2065166798202","1","3.31839288625322","58.562603805527","1","3.18101214895807","55.1792254689971","1","3.12483042287453","50.8057208049318","1","3.07405401523351","49.1242023165936","1","2.23388913835418","39.0526286293357","1"
2.75,"3.13697761018427","55.8923008456423","1","3.06081189919038","53.675758920122","1","2.97582062169446","51.2123218942904","1","3.3435421117351","63.7616941147419","1","3.21690604640656","60.5841816823276","1","3.21690131537256","60.5839820320671","1","3.91912862528743","67.554147612469","1","3.86878365695582","65.7169246402284","1","3.86813604825673","65.7132592724309","1","3.26433898733875","57.4970296721012","1","3.17350201704643","55.0523971226395","1","3.06658188047221","52.1907841970658","1","3.07817580803497","55.2305263974924","1","2.44621234474226","43.456513873928","1","2.95299458244722","51.5213753627536","1","3.07826792043182","55.2321329661317","1","3.01610704957595","53.3839052715108","1","3.01601451224255","53.382295358094","1","3.69252052180042","66.3655178725087","1","3.63664025044254","64.4400207865822","1","3.57095915241024","62.2005297968096","1","3.41739635943104","64.6239130392512","1","3.31319564496788","61.8757994504949","1","3.1788443534887","58.3580698224858","1","3.12556614880785","53.9312869537397","1","3.06658188047221","52.1907841970658","1","2.24574398820062","41.2983726175364","1"
2.875,"3.14436941651859","59.0366702621609","1","3.06970277986481","56.7454616999869","1","2.98637313359285","54.1986950278833","1","3.31526659683026","67.0769607115721","1","3.18848363446073","63.7726653167883","1","3.18849777853253","63.7724798105997","1","3.91695966436729","71.4711072768363","1","3.86785084358577","69.5847754838141","1","3.86721570963192","69.5804749820628","1","3.2587528526757","60.7557825247769","1","3.16982289597395","58.2222200186134","1","3.06510914877869","55.2558933458445","1","3.0882551916837","58.3187815891761","1","2.48067436701629","45.9371882409443","1","2.96531124873027","54.4866866114839","1","3.08832331232496","58.3204562784567","1","3.02728112574214","56.4111863972529","1","3.02721222679703","56.409507584891","1","3.69657133366624","70.0620892061749","1","3.64205878580944","68.0820795723916","1","3.5779681924728","65.7784979892824","1","3.41284996270813","68.0367630019593","1","3.31155512076914","65.187354571264","1","3.18085058527565","61.5389204077615","1","3.1297835444386","57.0610704981783","1","3.06510914877869","55.2558933458445","1","2.27333994314248","43.5717125606788","1"
3,"3.14616994035539","62.1828402025163","1","3.07263506917106","59.8180967691579","1","2.99056611987389","57.1892611477572","1","3.26854731717233","70.3455080287444","1","3.13301335422823","66.9056786710165","1","3.1330092327576","66.9054890433572","1","3.92009980034484","75.3912070771811","1","3.87210753682577","73.4568830206399","1","3.87147054679836","73.4519455288612","1","3.27894140728665","64.0347239320635","1","3.19221811552947","61.4144381341429","1","3.09004529852378","58.3459386443683","1","3.09973549004243","61.4185170792185","1","2.4742973098689","48.4114855508132","1","2.97893397582673","57.4656205873106","1","3.09981569805545","61.4202719765121","1","3.03984340627176","59.4510298035247","1","3.03976263443589","59.4492702193269","1","3.72284012210225","73.7849293282772","1","3.66986386058278","71.7519434329744","1","3.60755954755911","69.3860575368415","1","3.41737591481278","71.4541389167721","1","3.31851612714474","68.5058706984087","1","3.19087852051482","64.7297989282763","1","3.14387642422969","60.2049469224079","1","3.09004529852378","58.3459386443683","1","2.25628444394586","45.8279970046247","1"
3.125,"3.17401290159003","65.3568531041063","1","3.10190410994129","62.9200008790992","1","3.02142452773203","60.2106856754892","1","3.22120698535639","73.5667150141008","1","3.06575541137243","69.971434082389","1","3.06575701465203","69.9712460580093","1","3.95341808267025","79.3446251598514","1","3.90703167771635","77.3639146983562","1","3.90639181765183","77.358337346513","1","3.34854210022127","67.3832660322848","1","3.26385743894314","64.678295573086","1","3.16403041612945","61.5099690604977","1","3.10787362035535","64.5263906995739","1","2.46621990562785","50.8777054564411","1","2.98872058025791","60.4543411675685","1","3.10795034986642","64.5282223263786","1","3.04879988674089","62.4998296902656","1","3.04872237373346","62.4979925930604","1","3.82524863619663","77.6101779644738","1","3.77413159941462","75.526075032389","1","3.71398969087479","73.1000472277163","1","3.47906303740972","74.9332019541818","1","3.38182160694823","71.887692305357","1","3.25629597186482","67.9860949001411","1","3.17921793009384","63.3841648525018","1","3.16403041612945","61.5099690604977","1","2.23040485432769","48.0584018589524","1"
3.25,"3.24668990300176","68.6035430071081","1","3.17624332632283","66.096244205422","1","3.09757774448839","63.3082634199776","1","3.22734588874412","76.7940609028449","1","3.05033877969012","73.0217728620791","1","3.05038522108709","73.0216312790964","1","3.99743345509194","83.3420586149433","1","3.95274464328659","81.3166593416428","1","3.95210403858131","81.3104413850943","1","3.37673126786615","70.759997300151","1","3.29436057729611","67.9726561503822","1","3.19721314068403","64.7071822011818","1","3.12007725032929","67.6464679499031","1","2.45754413295921","53.3352495894003","1","3.00291640137625","63.4572575689447","1","3.12014879288456","67.6483711192631","1","3.0619914330663","65.5618211233319","1","3.06191923635933","65.5599118294197","1","3.92724965368445","81.5374276181583","1","3.87815783180607","79.4042328641951","1","3.82037118710023","76.9204184148165","1","3.54975469060665","78.4829566447885","1","3.45057769786696","75.3382700032239","1","3.32303978367405","71.3091346838152","1","3.2356094517664","66.6197743042682","1","3.19721314068403","64.7071822011818","1","2.21463597203042","50.2730378309828","1"
