"Drift.Time..days.","Alt2a_12_H","Column1","Column2","Alt2a_12_M","Column3","Column4","Alt2a_12_L","Column5","Column6","Alt2a_11_H","Column7","Column8","Alt2a_11_M","Column9","Column10","Alt2a_11_L","Column11","Column12","Alt2a_98_H","Column13","Column14","Alt2a_98_M","Column15","Column16","Alt2a_98_L","Column17","Column18","Alt2a_87_H2","Column181","Column182","Alt2a_87_M2","Column183","Column184","Alt2a_87_L2","Column185","Column186","Alt2a_85_H","Column19","Column20","Alt2a_85_M","Column21","Column22","Alt2a_85_L","Column23","Column24","Alt2a_84_H","Column25","Column26","Alt2a_84_M","Column27","Column28","Alt2a_84_L","Column29","Column30","Alt2a_83_H","Column31","Column32","Alt2a_83_M","Column33","Column34","Alt2a_83_L","Column35","Column36","Alt2a_80_H","Column37","Column38","Alt2a_80_M","Column39","Column40","Alt2a_80_L","Column41","Column42","Alt2a_75_H","Column43","Column44","Alt2a_75_M","Column45","Column46","Alt2a_75_L","Column47","Column48","Alt2a_68_H","Column49","Column50","Alt2a_68_M","Column51","Column52","Alt2a_68_L","Column53","Column54","Alt2a_66_H2","Column55","Column56","Alt2a_66_M5","Column57","Column58","Alt2a_66_L8","Column59","Column60"
NA,"ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained"
1.375,"2.60234854966733","23.7336547244906","1","2.46141205952637","22.2086189371554","1","2.3049797094334","20.5190154072987","1","3.05826605514222","28.2779523441862","1","2.89622543436408","26.5477448819716","1","2.69105125283444","24.3626406026701","1","2.41810915581689","21.9643856004099","1","2.28779196377805","20.5676288598796","1","2.13613600630778","18.9444460949092","1","2.57721788229904","22.3624208957548","1","2.45068396822936","20.9677890589586","1","2.30414328151547","19.3566761350476","1","2.28370743633741","21.0846244117814","1","2.26834066377912","20.9073692006662","1","2.00820367994564","18.091382658973","1","2.43472248257814","21.2720211590918","1","2.30885927732253","19.9018166012947","1","2.16391183599406","18.3280308512654","1","2.43213081054213","21.0182852909667","1","2.3117767143857","19.6985311909224","1","2.3117767143857","19.6985311909224","1","2.61478339319108","23.1369127587873","1","2.48583684547615","21.7428737410521","1","2.33578416289161","20.1229310441341","1","3.27191723138007","31.2152364705002","1","3.15091097912963","29.9056520332558","1","2.99611524469515","28.2338966198703","1","2.20255579605642","19.7198782482865","1","2.1043586740402","18.650576825836","1","2.00562627899862","17.5776832829752","1","2.48280215532031","21.9715966972636","1","2.3639506444462","20.6695149348926","1","2.22508367627611","19.1513673143942","1"
1.5,"2.68186556673452","26.4155202912252","1","2.54352836593155","24.7521473030869","1","2.38989089886993","22.9089063061686","1","3.14091188406864","31.4188642282548","1","2.98157602962661","29.5293209115982","1","2.77965244364269","27.1422930463128","1","2.49420576858155","24.4585913689914","1","2.36630872949742","22.933937589377","1","2.21740935141174","21.1618554463209","1","2.6932853447507","25.0557062405055","1","2.57017060066274","23.5379596596213","1","2.42746252775986","21.7841386628075","1","2.3264649226985","23.4110893344799","1","2.31155683391513","23.2189260345814","1","2.05705313703486","20.1484357960079","1","2.46417750304483","23.7361986621366","1","2.34156632142741","22.2433829227221","1","2.20026234506135","20.5282931963268","1","2.5025334225129","23.5208187134796","1","2.38497618728499","22.0835073782074","1","2.38497618728499","22.0835073782074","1","2.65982342244611","25.7967361812334","1","2.53386038679426","24.2767341278463","1","2.38718316406861","22.5101142082027","1","3.32243764802908","34.5376741185292","1","3.20345572281291","33.1091077560687","1","3.05115355262942","31.2850501724997","1","2.21898969059338","21.9388679388798","1","2.12340674978712","20.7739835756232","1","2.02725079132448","19.6049340742996","1","2.54529702762633","24.5168937248899","1","2.42904320927396","23.0985581441666","1","2.29316112701148","21.4445284414057","1"
1.625,"2.71197243075076","29.1274927219759","1","2.57651418953285","27.3286614926198","1","2.4259653215817","25.3348716277503","1","3.17415591735608","34.5930201456109","1","3.01725885167307","32.5465797632713","1","2.81839915745027","29.9606922037631","1","2.5349102537402","26.9935016227316","1","2.40950027256102","25.343437861938","1","2.26344931835308","23.425304764674","1","2.7459568624783","27.8016631029838","1","2.62507753693558","26.1630371965569","1","2.48488193070277","24.2690205935102","1","2.35481232691994","25.7659016613998","1","2.3402110848536","25.559137119435","1","2.08886147574494","22.2372972717528","1","2.49644241539888","26.2326410775355","1","2.37640759254941","24.6197905152715","1","2.23800392163473","22.7662971179615","1","2.54428378097779","26.0651024944574","1","2.42906434008998","24.5125717182974","1","2.42906434008998","24.5125717182974","1","2.69044831932777","28.4871845005611","1","2.56690910945881","26.8436432373051","1","2.42297932371665","24.9330935319194","1","3.33617217379787","37.8738462923271","1","3.21892159399401","36.3280293500627","1","3.06876874119667","34.3538189136964","1","2.26955226404464","24.2084202029245","1","2.17661370833764","22.9505972839608","1","2.08306696360813","21.6880010379078","1","2.55107769246629","27.0679714173562","1","2.43671769307247","25.535275837239","1","2.30300666329447","23.7475351047002","1"
1.75,"2.73731738182354","31.8648101037995","1","2.60533702985553","29.9339985224753","1","2.45851007855725","27.7933817063075","1","3.17909897975064","37.7721191253615","1","3.02453910129672","35.571118864568","1","2.82856897139242","32.7892611751555","1","2.56537720320921","29.5588788259408","1","2.44235928457718","27.7857971465152","1","2.29905234703841","25.7243571117124","1","2.74537937426306","30.5470424772468","1","2.62665456021379","28.7896917567707","1","2.48890465748652","26.7579252509967","1","2.38009492275472","28.1459965841546","1","2.36591996791257","27.9250570873476","1","2.11941993683546","24.3567172085883","1","2.55130383940257","28.7839449169381","1","2.43434531035409","27.0541358256256","1","2.29941874361532","25.0657158615768","1","2.54951684142283","28.6146193358802","1","2.43646581962399","26.9490375379214","1","2.43646581962399","26.9490375379214","1","2.70090477891756","31.1880892794787","1","2.57953850200094","29.4231817393061","1","2.43808788163181","27.3711814135512","1","3.332652374667","41.2064986669941","1","3.21745246960311","39.5454818196658","1","3.06985338901577","37.4236723027121","1","2.30730120907282","26.5157214119973","1","2.21644883390861","25.1670461178694","1","2.1249649028185","23.8129659407263","1","2.54999555507922","29.6179669724354","1","2.43783244611596","27.973108283355","1","2.30663331469089","26.0541684193911","1"
1.875,"2.78382162124795","34.6486317250474","1","2.65575191650481","32.5897504389801","1","2.51316520177416","30.3065469080817","1","3.18261752647357","40.9547366518351","1","3.03026020548002","38.601379070048","1","2.83699792671593","35.6262591018715","1","2.60227068845616","32.161149514397","1","2.48234528761349","30.2681424341287","1","2.34257583244234","28.0669329441548","1","2.7540198762178","33.3010623534646","1","2.63817005700354","31.4278618137743","1","2.50367740633859","29.2616026573353","1","2.40346523175214","30.5494618159067","1","2.38964551481982","30.3147026021674","1","2.14786353253264","26.5045807411209","1","2.62213081166073","31.4060757285988","1","2.50878796652468","29.5629237921502","1","2.37793274426724","27.443648605844","1","2.56601401428991","31.1806333501701","1","2.45518714411125","29.4042246820326","1","2.45518714411125","29.4042246820326","1","2.71026562247716","33.8983549019558","1","2.5909626150196","32.0141443543257","1","2.45205429375422","29.8232357073054","1","3.33355659757514","44.5400552645693","1","3.22057628109477","42.7660581007606","1","3.07574175158077","40.4994140542929","1","2.35344775873636","28.8691691707337","1","2.26488668762509","27.4319328054945","1","2.17566974018596","25.9886356809122","1","2.55359901275828","32.1715659851937","1","2.44362816898456","30.4167364523396","1","2.31493078748843","28.3690992068795","1"
2,"2.83987194532718","37.4885036703746","1","2.71579340170338","35.3055438406835","1","2.57763780981023","32.8841847178919","1","3.18739361506518","44.1421302669003","1","3.03698530876816","41.6383643788162","1","2.84612233322595","38.4723814350974","1","2.64955120280495","34.8107007172019","1","2.53321170889058","32.8013541430193","1","2.39751208380149","30.4644450279563","1","2.77186512426791","36.0729274777325","1","2.65846103099034","34.0863228447646","1","2.52676462568911","31.7883672830244","1","2.44963638596019","32.9990982018669","1","2.43626207184689","32.7509646740143","1","2.20018486037473","28.7047656014957","1","2.67883091036922","34.084906638968","1","2.56884709888347","32.1317708910337","1","2.44175332745363","29.8854019332977","1","2.59594590909382","33.7765792592639","1","2.48730095317661","31.8915256352092","1","2.48730095317661","31.8915256352092","1","2.72796788138149","36.6263227833373","1","2.6106107083614","34.6247550626871","1","2.47417938668484","32.2974150939902","1","3.34318067021151","47.8832359347808","1","3.23220789789512","45.9982659986557","1","3.08987921820615","43.5892932724991","1","2.37450042536724","31.2436695961009","1","2.2877388864582","29.7196716919527","1","2.20030526022546","28.1889409411377","1","2.56100635572591","34.7325723409196","1","2.45300748486013","32.8697439371997","1","2.32655856464367","30.6956577715232","1"
2.125,"2.91187209375487","40.4003757641295","1","2.79163435662316","38.0971781973067","1","2.65771203784769","35.5418967557396","1","3.21460765065963","47.3567379175599","1","3.06629041950264","44.7046547983188","1","2.87801196541957","41.350393400517","1","2.70010342651225","37.5108041437142","1","2.58646071656573","35.387814859585","1","2.4538161072619","32.9182611352182","1","2.83178240016086","38.9047098778934","1","2.72104803344176","36.8073708782064","1","2.59241153625752","34.380778819282","1","2.52708716840034","35.5261853702672","1","2.5141322205967","35.265096894611","1","2.28335284034179","30.9881184418374","1","2.72964122038064","36.8145478593487","1","2.62226410699925","34.754034998033","1","2.49809533358713","32.3834972668848","1","2.70508028479634","36.4816595440603","1","2.59870301865677","34.490228653866","1","2.59870301865677","34.490228653866","1","2.80970280988367","39.436025593221","1","2.69441242083381","37.3191674835209","1","2.56034313375181","34.857758227742","1","3.41420068680605","51.2974366215868","1","3.30449922577487","49.3027652244306","1","3.16380067178608","46.7530939442851","1","2.39269434375142","33.6363639398523","1","2.30754244527653","32.0272141372292","1","2.22170540669857","30.4106463478363","1","2.62519786959946","37.357770210519","1","2.5197894323297","35.3895333695294","1","2.39629852135249","33.0919562928757","1"
2.25,"2.99392431866176","43.3943000827912","1","2.87702922976775","40.9742074270744","1","2.74675375030748","38.2886505060471","1","3.28262306833618","50.6393609858961","1","3.13688097331694","47.8415357716358","1","2.9517832652051","44.3021766657221","1","2.78619908386274","40.2970032275769","1","2.67463375728025","38.0624486168653","1","2.54434882550165","35.4626099607198","1","2.93610961864508","41.8408194965385","1","2.82800061725202","39.6353714954584","1","2.70233948226052","37.0831183015425","1","2.62020466185089","38.1463900321181","1","2.60762138872398","37.8727182833349","1","2.38149976562187","33.3696182074593","1","2.7517778558599","39.5663257152085","1","2.64608672771473","37.4001217257477","1","2.52382304305887","34.9073203099437","1","2.8171425465246","39.2988020905849","1","2.713859649494","37.20408830336","1","2.713859649494","37.20408830336","1","2.91012971449172","42.3461553077127","1","2.7970341410261","40.116201624547","1","2.66545061706936","37.5232088448114","1","3.49044791250298","54.7878845340898","1","3.37983152016622","52.6825967445968","1","3.2383214237256","49.9914153680107","1","2.41548870802801","36.0518526478803","1","2.33172453374264","34.3589386709719","1","2.24726511113841","32.6579114589747","1","2.7034874345918","40.0612576451108","1","2.60139029875923","37.9909236682886","1","2.48166510512977","35.5736213980054","1"
2.375,"3.07372759808487","46.4680276808761","1","2.95978212485582","43.9339895519302","1","2.83270513263744","41.1213556386845","1","3.36807714488523","54.0074381307813","1","3.22514064669593","51.0666764183317","1","3.04344285379071","47.3456195195128","1","2.87035997938896","43.1673632069659","1","2.76127543417628","40.8237240510416","1","2.63382226336455","38.0964322240844","1","3.03894608477877","44.8797655813172","1","2.93310849760254","42.5684799930609","1","2.81002501758796","39.8931433191304","1","2.70985879965939","40.8562488317775","1","2.69762445700534","40.5703427403403","1","2.47606770068731","35.8456859081466","1","2.81948905512692","42.3858147703355","1","2.71549978079376","40.1156215065415","1","2.59515845101732","37.502478760961","1","2.91102024112145","42.2098223317063","1","2.81014050278647","40.0142288061465","1","2.81014050278647","40.0142288061465","1","2.99850472779044","45.3446600355032","1","2.88776332080642","43.0039649453534","1","2.75885000584734","40.2820588506587","1","3.53567421478721","58.323558748877","1","3.4163255176825","56.0989222622793","1","3.26488797337263","53.2563033413834","1","2.45235574915925","38.5042083970396","1","2.37048317291573","36.7294218438876","1","2.28789999703741","34.9458114560121","1","2.76960418233668","42.8308618274475","1","2.67101596204452","40.6619396303332","1","2.55530012599877","38.1289215240042","1"
2.5,"3.12740375555429","49.5954314364304","1","3.0156777318137","46.9496672837439","1","2.89101064306351","44.012366281748","1","3.43217757145021","57.4396157022315","1","3.29220237991472","54.3588787982464","1","3.11410410418333","50.4597236236961","1","2.90361311708585","46.0709763240517","1","2.79728919470853","43.6210132457501","1","2.67298637813659","40.769418602221","1","3.12451367260742","48.0042792539247","1","3.02027052497659","45.5887505180375","1","2.89901016968623","42.7921534888167","1","2.77744977812867","43.6336986099062","1","2.76553343558676","43.335876175927","1","2.54849245701043","38.394178365157","1","2.89679075607189","45.2826055264074","1","2.79438315174186","42.9100046582833","1","2.67583493978746","40.1783137007484","1","2.98894800006872","45.198770331775","1","2.89002876909899","42.9042575752455","1","2.89002876909899","42.9042575752455","1","3.05347183396097","48.3981318694641","1","2.94509029660973","45.9490552419631","1","2.81885121779488","43.1009100684536","1","3.54393031948477","61.8674890683618","1","3.40618406193148","59.5051063242108","1","3.23350894403901","56.4898122854224","1","2.49005602918211","40.9942644262217","1","2.41003743431925","39.1394592782069","1","2.3292992760433","37.2751107320554","1","2.79017668698838","45.6210385144359","1","2.69500204827181","43.356941678605","1","2.58320281167334","40.7121243356775","1"
