"Drift.Time..days.","Alt2a_12_H","Column1","Column2","Alt2a_12_M","Column3","Column4","Alt2a_12_L","Column5","Column6","Alt2a_11_H","Column7","Column8","Alt2a_11_M","Column9","Column10","Alt2a_11_L","Column11","Column12","Alt2a_98_H","Column13","Column14","Alt2a_98_M","Column15","Column16","Alt2a_98_L","Column17","Column18","Alt2a_87_H2","Column181","Column182","Alt2a_87_M2","Column183","Column184","Alt2a_87_L2","Column185","Column186","Alt2a_85_H","Column19","Column20","Alt2a_85_M","Column21","Column22","Alt2a_85_L","Column23","Column24","Alt2a_84_H","Column25","Column26","Alt2a_84_M","Column27","Column28","Alt2a_84_L","Column29","Column30","Alt2a_83_H","Column31","Column32","Alt2a_83_M","Column33","Column34","Alt2a_83_L","Column35","Column36","Alt2a_80_H","Column37","Column38","Alt2a_80_M","Column39","Column40","Alt2a_80_L","Column41","Column42","Alt2a_75_H","Column43","Column44","Alt2a_75_M","Column45","Column46","Alt2a_75_L","Column47","Column48","Alt2a_68_H","Column49","Column50","Alt2a_68_M","Column51","Column52","Alt2a_68_L","Column53","Column54","Alt2a_66_H2","Column55","Column56","Alt2a_66_M5","Column57","Column58","Alt2a_66_L8","Column59","Column60"
NA,"ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained"
2.625,"3.13883689762798","52.7342683340584","1","3.02852929496082","49.9781965787048","1","2.90540653287778","46.9177728146258","1","3.45779408270196","60.8974097849335","1","3.32062515592759","57.679503954174","1","3.14597391483125","53.6056975385274","1","2.90725780914752","48.9782341331992","1","2.80261155713236","46.4236248028825","1","2.68023383635657","43.4496524385775","1","3.15256990152138","51.156849155446","1","3.04994712903942","48.6386976470769","1","2.93054560785558","45.7226990966723","1","2.79083787217746","46.4245364820836","1","2.77916778664581","46.1150439625728","1","2.5650765766475","40.9592549418046","1","2.91774743132074","48.2003529577281","1","2.81708869938696","45.7270933576703","1","2.70052916454975","42.8788428652982","1","3.0149469957407","48.2137173275157","1","2.91789598981602","45.8221535650615","1","2.91789598981602","45.8221535650615","1","3.06304838358688","51.461180253051","1","2.95701281550677","48.9060680574699","1","2.83343540889479","45.9343454773484","1","3.50365267298694","65.3711417413487","1","3.34744868806676","62.8525550122775","1","3.15345921221168","59.6432714976341","1","2.50078565498745","43.4950500812092","1","2.4222785254793","41.5617378036861","1","2.34304980256842","39.6181605346238","1","2.81871677239856","48.4397552868345","1","2.72598837455913","46.0829300531641","1","2.61700665908222","43.3291309947598","1"
2.75,"3.13603762132887","55.8703059553872","1","3.02734752753744","53.0055441062422","1","2.90598377631106","49.8237565909369","1","3.4604094495904","64.3578192345239","1","3.32569323640661","61.0051971905806","1","3.15411415942017","56.7598116979475","1","2.90053548885543","51.8787696220547","1","2.79721713668585","49.2208419395683","1","2.67637007906029","46.1260225176378","1","3.14494470706906","54.3017938625151","1","3.04422233197149","51.6829199790484","1","2.92698233467794","48.6496814313502","1","2.79202109619822","49.2165575782819","1","2.78065912083325","48.8957030834061","1","2.57013310147222","43.5293880432768","1","2.93062488210025","51.1309778398283","1","2.83151338139207","48.5586067390623","1","2.71670822493472","45.5955510902329","1","3.00872404311867","51.2224413706344","1","2.91332563301831","48.7354791980798","1","2.91332563301831","48.7354791980798","1","3.08191856473401","54.543098817785","1","2.97882426566913","51.884892323139","1","2.85859059678492","48.7929360741333","1","3.46935123152289","68.8404929728716","0.999999999999996","3.30378558024333","66.1563405925208","0.999999999999996","3.09900906182859","62.7422805594627","0.999999999999996","2.49153562888221","45.9865857100914","1","2.41380925960915","43.9755470632953","1","2.33535678180899","41.9535173164328","1","2.82266628441637","51.2624215712508","1","2.731611426416","48.8145414795801","1","2.62456508235614","45.9536960771159","1"
2.875,"3.14062513902584","59.0109310944131","1","3.03394861891469","56.0394927251569","1","2.91478059122596","52.7385371821628","1","3.45310389383043","67.8109231283543","1","3.31839078200153","64.3235879725821","1","3.14725704047329","59.9070687384208","1","2.8988230650574","54.7775926871121","1","2.79697485610365","52.017816795672","1","2.67782264894162","48.8038451665794","1","3.1407240637639","57.442517926279","1","3.04201773225744","54.7249377113059","1","2.9270745335551","51.5767559649053","1","2.79421729544913","52.010774873731","1","2.78315310007578","51.6788561834819","1","2.5759287909032","46.10531683418","1","2.9445304082549","54.0755082480832","1","2.8469011408893","51.4055078799516","1","2.73377848165006","48.329329571883","1","3.00575142762378","54.2281927982582","1","2.91211273696197","51.6475919350418","1","2.91211273696197","51.6475919350418","1","3.11158551564207","57.6546843334271","1","3.01163121216055","54.8965235352996","1","2.8949789456502","51.6879150197835","1","3.4515654979648","72.2920584708364","0.999999999999562","3.28656881640783","69.4429094089287","0.999999999999562","3.08260022511707","65.8248807845797","0.999999999999562","2.48487075083565","48.471456460927","1","2.40803910664662","46.3835861699419","1","2.33047668249965","44.2839939989324","1","2.83010700369911","54.0925285749499","1","2.74068611879502","51.5552275983751","1","2.63553338582668","48.5892294629426","1"
3,"3.15541716181304","62.1663482562261","1","3.05079472663141","59.0902874517883","1","2.93387168974712","55.6724088719099","1","3.41327330101546","71.2241964293698","1","3.26958310467344","67.5931710772556","1","3.08891271762465","62.9959814560455","1","2.90996473263827","57.6875574197503","1","2.80993449511409","54.827751290786","1","2.69287311474066","51.4967182813201","1","3.15356545179398","60.596083378073","1","3.05719179435912","57.782129505665","1","2.94491215077265","54.5216681156779","1","2.80233233925807","54.8131072129891","1","2.79152967393665","54.4703858574185","1","2.58737888506208","48.692695719242","1","2.96818769521804","57.0436959433013","1","2.87223627720343","54.2777441571551","1","2.76101755661927","51.0903471285022","1","3.02269041449546","57.2508832127536","1","2.93093255277272","54.5785244878145","1","2.93093255277272","54.5785244878145","1","3.14868023765862","60.8033645710857","1","3.0515984372821","57.9481219725817","1","2.93823484509386","54.6261498648774","1","3.45271643164969","75.7447749024861","0.999999999973932","3.29197162316115","72.7348810320898","0.999999999973932","3.0931051687691","68.9179859533488","0.999999999973932","2.48485139139999","50.956307852327","1","2.40874639968948","48.7923325696314","1","2.33190973806645","46.6159037369989","1","2.84800999059067","56.9405385655406","1","2.76033225418564","54.3155598525608","1","2.65719918330103","51.2464286462436","1"
3.125,"3.20666626955344","65.3730145257795","1","3.1037659716155","62.1940534234038","1","2.98874378753373","58.6611526594437","1","3.35411377825504","74.5783102076248","1","3.18998271906038","70.7831537963159","1","2.98664221163383","65.9826236676793","1","2.96136025776397","60.6489176775143","1","2.8629690397777","57.6907203305637","1","2.74779390038879","54.2445121817089","1","3.23033795040139","63.8264213284744","1","3.13667050119404","60.918800006859","1","3.0274875691014","57.5491556847793","1","2.85971918198728","57.6728263949763","1","2.84919539870746","57.319581256126","1","2.64873872703118","51.3414344462732","1","3.03778267008325","60.0814786133845","1","2.943458458974","57.2212026161291","1","2.834086708123","53.9244338366252","1","3.10382778331294","60.3547109960666","1","3.01393135574838","57.5924558435629","1","3.01393135574838","57.5924558435629","1","3.22187483730243","64.0252394083881","1","3.12758382403893","61.0757057966206","1","3.01741787170531","57.6435677365827","1","3.53416685366689","79.278941756153","0.999999999117705","3.37799447917361","76.1128755112634","0.999999999117705","3.18457828656535","72.1025642399142","0.999999999117705","2.5116950612735","53.4680029136005","1","2.43651622035448","51.2288487899859","1","2.36060853925789","48.9765122762568","1","2.869143154908","59.8096817204486","1","2.78309369919925","57.09865355176","1","2.68184834610696","53.9282769923506","1"
3.25,"3.28166774367263","68.6546822694522","1","3.18051759487786","65.3745710182816","1","3.06738874426444","61.7285414037081","1","3.34820426976644","77.9265144773913","1","3.16209172277214","73.9452455190881","1","2.93386457463915","68.9164882423185","1","3.04131846731556","63.6902361448299","1","2.944528653558","60.6352489841217","1","2.83119941407101","57.0757115957799","1","3.32767229612152","67.1540936245959","1","3.23676541431606","64.1555654211751","1","3.13070528927316","60.6798609740525","1","2.94789309362036","60.6207194885967","1","2.93775365829933","60.2573349144253","1","2.74253119366456","54.0839656399378","1","3.13085123870036","63.2123298520849","1","3.03810456390876","60.2593071800378","1","2.93053746341874","56.854971300044","1","3.1742887410927","63.5289997371593","1","3.08630806656203","60.6787639101249","1","3.08630806656203","60.6787639101249","1","3.31947039209967","67.3447098004878","1","3.22819218630734","64.303897982928","1","3.12144857047638","60.7650163070591","1","3.63681940633575","82.9157611624887","0.999999981641168","3.48468009962526","79.5975556108887","0.999999981641168","3.29607430478607","75.3986385447003","0.999999981641168","2.55182218897767","56.0198251025782","1","2.47796380527601","53.7068125952619","1","2.40337198890817","51.379884265165","1","2.89267449435404","62.7023562148027","1","2.80838584101057","59.9070393927706","1","2.70918217271006","56.6374591650606","1"
3.375,"3.33679912687644","71.9914813963286","1","3.23841953693789","68.6129905552195","1","3.12829858054895","64.8568399842571","1","3.4074900857878","81.3340045631791","0.999999999999985","3.20879976651288","77.154045285601","0.999999999999985","2.96634792682967","71.8828361691481","0.999999999999985","3.11604013289444","66.8062762777243","1","3.02111592274981","63.6563649068716","1","2.90994080589101","59.9856524016709","1","3.43582980822728","70.5899234328232","1","3.34830968155628","67.5038751027314","1","3.24611152423256","63.9259724982851","1","3.01410212166337","63.6348216102601","1","3.0043738691197","63.261708783545","1","2.81554909227517","56.8995147322129","1","3.180948715498","66.3932785675829","1","3.09020482102744","63.3495120010653","1","2.98492586720027","59.8398971672443","1","3.24877723335037","66.7777769705096","1","3.16295126436879","63.8417151744937","1","3.16295126436879","63.8417151744937","1","3.42212579742116","70.766835597909","1","3.33373741818111","67.6376354011091","1","3.23029593222611","63.9953122392852","1","3.73265566429914","86.6484168267879","0.999999749628101","3.58371812286469","83.1812737337534","0.999999749628101","3.39893908439441","78.7975776290947","0.999999749628101","2.60140928290257","58.6212343854807","1","2.52886566691447","56.2356782621763","1","2.45557668246413","53.8354609476291","1","2.92353498502589","65.6258911998285","1","2.84117837533599","62.7482177681066","1","2.74421548620366","59.3816746512643","1"
3.5,"3.36226299469326","75.3537443910219","1","3.26723541639335","71.8802259716129","1","3.16077465002149","68.0176146342786","1","3.47198484783814","84.8059894110172","0.999999999996616","3.27036562808969","80.4244109136907","0.999999999996616","3.02493843194498","74.9077746010931","0.999999999996616","3.15971806804085","69.9659943457652","1","3.06655651609752","66.7229214229691","1","2.95744208602967","62.9430944877006","1","3.5144955874749","74.1044190202981","1","3.43005900732896","70.9339341100603","1","3.33139601832656","67.2573685166116","1","3.06320029415865","66.6980219044187","1","3.05346598922714","66.3151747727722","1","2.86974847476871","59.7692632069817","1","3.22805410932708","69.62133267691","1","3.13958390700483","66.4890959080701","1","3.03688699170433","62.8767841589486","1","3.30698926655057","70.0847662370602","1","3.22340721789871","67.0651223923924","1","3.22340721789871","67.0651223923924","1","3.50365172298067","74.2704873208896","1","3.41747323564544","71.0551086367545","1","3.31657691178765","67.3118891510728","1","3.80721191131391","90.4556287381018","0.999997634272207","3.66074710240196","86.8420208361553","0.999997634272207","3.47892755727326","82.2765051863679","0.999997634272207","2.66689064875426","61.288125034235","1","2.59574585866861","58.831424120845","1","2.52384410037216","56.3593050480012","1","2.9530233386838","68.5789145385124","1","2.87167205226066","65.6198898203672","1","2.77589319024505","62.1575678415093","1"
3.625,"3.36525014465847","78.7189945356803","1","3.27254096449383","75.1527669361067","1","3.16861178162157","71.1862264159001","1","3.49308868981955","88.2990781008368","0.999999999677179","3.29406341543006","83.7184743291207","0.999999999677179","3.05199541945066","77.9597700205438","0.999999999677179","3.16670599960657","73.1327003453717","1","3.0741978360203","69.7971192589894","1","2.96590620783815","65.9090006955387","1","3.51855455264968","77.6229735729478","1","3.43528075982162","74.369214869882","1","3.33799904919286","70.5953675658045","1","3.06245026755809","69.7604721719768","1","3.05088369042449","69.3660584631966","1","2.87099298902077","62.6402561960024","1","3.24784502983104","72.869177706741","1","3.16101616037572","69.6501120684458","1","3.06019042102011","65.9369745799687","1","3.31572677693008","73.4004930139903","1","3.23463007391245","70.2997524663048","1","3.23463007391245","70.2997524663048","1","3.54640774528493","77.8168950661746","1","3.46133749946907","74.5164461362236","1","3.36177573259237","70.6736648836652","1","3.81814827616943","94.2737770142712","0.999983750666502","3.67430481372485","90.5163256498802","0.999983750666502","3.4956081430238","85.7721133293917","0.999983750666502","2.70246886884583","63.9905939030808","1","2.63239306561826","61.4638171864632","1","2.56155652485385","58.9208615728551","1","2.95663440544054","71.5355489439529","1","2.87568885287249","68.4955786732397","1","2.7804529325745","64.9380207740839","1"
3.75,"3.32311398052285","82.0421085162032","1","3.22559336521228","78.378360301319","1","3.11619978736723","74.3024262032674","1","3.45860463796767","91.7576827388044","0.999999985203618","3.26582235812362","86.9842966872443","0.999999985203618","3.03124925858811","80.9910192791319","0.999999985203618","3.16355814197475","76.2962584873465","1","3.06081122423832","72.8579304832277","1","2.94149480862391","68.8504955041626","1","3.4595442209764","81.0825177939242","1","3.36593170258239","77.7351465724644","1","3.25732298718512","73.8526905529896","1","3.02655668546622","72.787028857443","1","2.9915693654773","72.3576278286739","1","2.80898322188804","65.4492394178905","1","3.25722100511875","76.1263987118598","1","3.16730098140445","72.8174130498503","1","3.0631712350059","69.0001458149746","1","3.27242155953296","76.6729145735232","1","3.19386973860311","73.493622204908","1","3.19386973860311","73.493622204908","1","3.48894831179211","81.3058433779667","1","3.39123368701981","77.9076798232434","1","3.27792949372129","73.9515943773865","1","3.77878847425551","98.0525654885267","0.999915377287908","3.64059237595047","94.1569180258306","0.999915377287908","3.46859305155894","89.2407063809507","0.999915377287908","2.68156082605986","66.6721547291407","1","2.61331158230988","64.0771287687731","1","2.54430140816654","61.4651629810216","1","2.92777100052846","74.4633199444813","1","2.83463749138595","71.3302161646257","1","2.72617027877607","67.6641910528599","1"
3.875,"3.32311398052285","85.365222496726","1","3.22559336521228","81.6039536665313","1","3.11619978736723","77.4186259906346","1","3.45860463796767","95.2162873767721","0.999999633613942","3.26582235812362","90.2501190453679","0.999999633613942","3.03124925858811","84.02226853772","0.999999633613942","3.16355814197475","79.4598166293212","1","3.06081122423832","75.918741707466","1","2.94149480862391","71.7919903127866","1","3.4595442209764","84.5420620149006","1","3.36593170258239","81.1010782750467","1","3.25732298718512","77.1100135401747","1","3.02655668546622","75.8135855429093","1","2.9915693654773","75.3491971941512","1","2.80898322188804","68.2582226397785","1","3.25722100511875","79.3836197169785","1","3.16730098140445","75.9847140312547","1","3.0631712350059","72.0633170499805","1","3.27242155953296","79.9453361330562","1","3.19386973860311","76.6874919435111","1","3.19386973860311","76.6874919435111","1","3.48894831179211","84.7947916897588","1","3.39123368701981","81.2989135102632","1","3.27792949372129","77.2295238711078","1","3.77878847425551","101.831353962782","0.999653353357835","3.64059237595047","97.7975104017811","0.999653353357835","3.46859305155894","92.7092994325096","0.999653353357835","2.68156082605986","69.3537155552006","1","2.61331158230988","66.690440351083","1","2.54430140816654","64.0094643891882","1","2.92777100052846","77.3910909450098","1","2.83463749138595","74.1648536560116","1","2.72617027877607","70.390361331636","1"
4,"3.28404217941885","88.6492646761449","1","3.17283043653413","84.7767841030654","1","3.0480640666501","80.4666900572847","1","3.43919550110375","98.6554828778759","0.999994617289851","3.24825507142465","93.4983741167926","0.999994617289851","3.01583903082445","87.0381075685444","0.999994617289851","3.15648213097899","82.6162987603002","0.999999999999995","3.03846304906906","78.9572047565351","0.999999999999995","2.90243291852447","74.694423231311","0.999999999999995","3.41287210228308","87.9549341171836","1","3.30434627556019","84.4054245506069","1","3.17922982699582","80.2892433671705","1","2.99389127621251","78.8074768191218","0.999999999999941","2.93392043644384","78.2831176305951","0.999999999999941","2.74114061129732","70.9993632510758","0.999999999999941","3.24487578728974","82.6284955042683","1","3.14326735463463","79.1279813858894","1","3.02623207856994","75.0895491285504","1","3.25354567646704","83.1988818095232","1","3.17161013259158","79.8591020761026","1","3.17161013259158","79.8591020761026","1","3.45421965258632","88.2490113423451","0.99999999999997","3.33615783312521","84.6350713433884","0.99999999999997","3.2005333818279","80.4300572529357","0.99999999999997","3.77752135078943","105.608875313572","0.998846423894724","3.64179745194542","101.439307853727","0.998846423894724","3.47270984106145","96.1820092735711","0.998846423894724","2.705390390139","72.0591059453396","1","2.6379156417954","69.3283559928784","1","2.56966162379486","66.579126012983","1","2.91696830987518","80.308059254885","0.999999999999997","2.80644920088618","76.9713028568978","0.999999999999997","2.67890796859943","73.0692693002354","0.999999999999997"
4.125,"3.26223163848111","91.911496314626","0.999999999999946","3.12864763678924","87.9054317398546","0.999999999999946","2.97877590595956","83.4454659632442","0.999999999999946","3.43838728866349","102.093870166539","0.999949274003007","3.24961203621898","96.7479861530116","0.999949274003007","3.01973224044562","90.0578398089901","0.999949274003007","3.17856650192928","85.7948652622295","0.999999999999354","3.04290534788023","82.0001101044153","0.999999999999354","2.88751509373144","77.5819383250425","0.999999999999354","3.3768585399636","91.3317926571472","0.999999999999984","3.251350536247","87.6567750868539","0.999999999999984","3.10742858333947","83.39667195051","0.999999999999984","2.98937706777921","81.796853886901","0.999999999993418","2.90332193169413","81.1864395622892","0.999999999993418","2.70117511170814","73.700538362784","0.999999999993418","3.2454401124969","85.8739356167652","0.999999999999997","3.12281141046015","82.2507927963495","0.999999999999997","2.98253552920341","78.0720846577538","0.999999999999997","3.24647917409289","86.4453609836161","1","3.15278639630327","83.0118884724059","1","3.15278639630327","83.0118884724059","1","3.47638146836164","91.7253928107068","0.999999999996303","3.33111007176387","87.9661814151523","0.999999999996303","3.16551652934332","83.595573782279","0.999999999996303","3.84000540068027","109.448880714252","0.996790323109232","3.70704986530122","105.146357719028","0.996790323109232","3.54122277492268","99.7232320484937","0.996790323109232","2.79687409060608","74.8559800359456","1","2.72865469673215","72.0570106896106","1","2.65983438266289","69.2389603956459","1","2.97119292135254","83.2792521762375","0.999999999999574","2.83933607140573","79.8106389283035","0.999999999999574","2.68832563725762","75.7575949374931","0.999999999999574"
4.25,"3.28032370182167","95.1918200164477","0.999999999995026","3.12261114617213","91.0280428860268","0.999999999995026","2.94563228236583","86.3910982456101","0.999999999995026","3.46631186853288","105.560182035072","0.999672024753842","3.28050087146823","100.02848702448","0.999672024753842","3.05411595326106","93.1119557622511","0.999672024753842","3.23207066324086","89.0269359254704","0.999999999954973","3.08134892270738","85.0814590271227","0.999999999954973","2.90931204664667","80.4912503716891","0.999999999954973","3.37538980550998","94.7071824626572","0.999999999998816","3.23668563307251","90.8934607199265","0.999999999998816","3.07814989588581","86.4748218463958","0.999999999998816","3.01063495578243","84.8074888426834","0.999999999615005","2.90619873760906","84.0926382998983","0.999999999615005","2.70089482306571","76.4014331858497","0.999999999615005","3.27889201283329","89.1528276295984","0.999999999999667","3.13099363337989","85.3817864297294","0.999999999999667","2.96276443821937","81.0348490959732","0.999999999999667","3.25763465055005","89.7029956341662","0.999999999999969","3.14094426155952","86.1528327339654","0.999999999999969","3.14094426155952","86.1528327339654","0.999999999999969","3.52013496721674","95.2455277779235","0.999999999765737","3.34971422636832","91.3158956415206","0.999999999765737","3.15626163107065","86.7518354133497","0.999999999765737","3.91744398746158","113.366324701714","0.992343465782273","3.78729729314385","108.933655012172","0.992343465782273","3.62477509732424","103.348007145818","0.992343465782273","2.85962077699479","77.7156008129404","0.999999999999997","2.78655882032534","74.8435695099359","0.999999999999997","2.71348840274883","71.9524487983948","0.999999999999997","3.02297901294606","86.3022311891836","0.999999999969219","2.87310412660802","82.6837430549115","0.999999999969219","2.70228942742468","78.4598843649177","0.999999999969219"
4.375,"3.31146960152143","98.5032896179691","0.999999999740986","3.13597411528149","94.1640170013083","0.999999999740986","2.9389457678294","89.3300440134395","0.999999999740986","3.50683376368767","109.06701579876","0.998460046596188","3.32433349787407","103.352820522354","0.998460046596188","3.1018853742455","96.2138411364966","0.998460046596188","3.296837306662","92.3237732321324","0.99999999821081","3.13772262992733","88.21918165705","0.99999999821081","2.95630508060426","83.4475554522934","0.99999999821081","3.42637268358211","98.1335551462393","0.99999999995049","3.28230513986712","94.1757658597936","0.99999999995049","3.11777842284894","89.5926002692447","0.99999999995049","3.0544312273295","87.8619200700129","0.999999987038194","2.94233902227719","87.0349773221755","0.999999987038194","2.74111645993747","79.1425496457872","0.999999987038194","3.32144732912359","92.474274958722","0.999999999979549","3.15456541593979","88.5363518456692","0.999999999979549","2.96518271693527","84.0000318129085","0.999999999979549","3.2570747357865","92.9600703699527","0.999999999997749","3.11048145154698","89.2633141855124","0.999999999997749","3.11048145154698","89.2633141855124","0.999999999997749","3.60201041594631","98.8475381938698","0.999999991511131","3.41535546096151","94.7312511024821","0.999999991511131","3.20380093588931","89.955636349239","0.999999991511131","3.98845547894805","117.354780180662","0.983990152054597","3.86101673985602","112.794671752028","0.983990152054597","3.70169112023119","107.049698266049","0.983990152054597","2.90004719686734","80.6156480098078","0.999999999999772","2.81593410536349","77.6595036152994","0.999999999999772","2.73188150501643","74.6843303034112","0.999999999999772","3.03473534556691","89.3369665347505","0.999999998737952","2.87417010594813","85.5579131608597","0.999999998737952","2.69161222026013","81.1514965851779","0.999999998737952"
4.5,"3.32047206170112","101.82376167967","0.999999991823125","3.13626310886329","97.3002801101715","0.999999991823125","2.92930329010855","92.259347303548","0.999999991823125","3.53698251420756","112.603998312967","0.994487276575747","3.35746936601341","106.710289888367","0.994487276575747","3.13861627917874","99.3524574156753","0.994487276575747","3.36517142425484","95.6889446563872","0.999999956292552","3.2051377871424","91.4243194441924","0.999999956292552","3.02259398923475","86.4701494415282","0.999999956292552","3.44874372114452","101.582298867384","0.99999999870511","3.30681840702761","97.4825842668212","0.99999999870511","3.1446218527158","92.7372221219605","0.99999999870511","3.0877886768837","90.9497087468966","0.999999729279048","2.97623572015337","90.0112130423288","0.999999729279048","2.78393964429586","81.926489290083","0.999999729279048","3.39254072843451","95.8668156871565","0.999999999250162","3.21511652094124","91.7514683666104","0.999999999250162","3.01384549708857","87.013877309997","0.999999999250162","3.23655178879061","96.1966221587433","0.999999999904213","3.06070627107587","92.3240204565883","0.999999999904213","3.06070627107587","92.3240204565883","0.999999999904213","3.71431110281355","102.561849296683","0.999999810799064","3.51983152483624","98.2510826273184","0.999999810799064","3.29942150874006","93.255057857979","0.999999810799064","4.04771737983197","121.402497560494","0.970084231641783","3.92287716089555","116.717548912923","0.970084231641783","3.76662359527404","110.816321861323","0.970084231641783","2.93726179890534","83.5529098087131","0.999999999988284","2.83460090998916","80.4941045252885","0.999999999988284","2.73034495350215","77.4146752569133","0.999999999988284","3.11501733195727","92.4519838667078","0.999999968283349","2.95077920906679","88.5086923699265","0.999999968283349","2.76418492939212","83.91568151457","0.999999968283349"
4.625,"3.30209588285668","105.125857562527","0.99999983383057","3.117101020586","100.417381130758","0.99999983383057","2.90907540207097","95.168422705619","0.99999983383057","3.54510630861194","116.149104621579","0.9843092066407","3.36725263008937","110.077542518457","0.9843092066407","3.15047700456358","102.502934420239","0.9843092066407","3.39259814764906","99.0815428040363","0.999999302335801","3.23547273133503","94.6597921755274","0.999999302335801","3.05608139289051","89.5262308344187","0.999999302335801","3.4280496112821","105.010348478666","0.999999977574678","3.29089785187982","100.773482118701","0.999999977574678","3.1339968222137","95.8712189441742","0.999999977574678","3.0608529065702","94.0105616534668","0.999996272196129","2.95274919621587","92.9639622385447","0.999996272196129","2.76919968548069","84.6956889755637","0.999996272196129","3.42275530925891","99.2895709964154","0.999999982507567","3.24226910673696","94.9937374733474","0.999999982507567","3.0374734503523","90.0513507603493","0.999999982507567","3.22576255492216","99.4223847136654","0.999999997431013","3.02853942879075","95.352559885379","0.999999997431013","3.02853942879075","95.352559885379","0.999999997431013","3.77846413374575","106.340313430429","0.999997248470468","3.58253451342438","101.833617140743","0.999997248470468","3.36031152810665","96.6153693860857","0.999997248470468","4.06458766880559","125.467085229299","0.949200695062491","3.94213311033115","120.659682023254","0.949200695062491","3.78870342542718","114.60502528675","0.949200695062491","2.95334822563378","86.5062580343469","0.999999999618804","2.82517366187211","83.3192781871606","0.999999999618804","2.6906913426767","80.10536659959","0.999999999618804","3.16570803717728","95.617691903885","0.999999480200024","3.00313971030952","91.511832080236","0.999999480200024","2.81840217905156","86.7340836936216","0.999999480200024"
4.75,"3.27256777835035","108.398425340877","0.999997720329604","3.09119390936995","103.508575040127","0.999997720329604","2.88705370099002","98.055476406609","0.999997720329604","3.53837306476103","119.68747768634","0.963165576797608","3.36152682107052","113.439069339527","0.963165576797608","3.14607729028461","105.649011710524","0.963165576797608","3.40580516491996","102.487347968956","0.999992347279032","3.25285686300893","97.9126490385364","0.999992347279032","3.07807328474676","92.6043041191654","0.999992347279032","3.3940173365517","108.404365815218","0.999999729914493","3.26280590362645","104.036288022327","0.999999729914493","3.11252871271463","98.9837476568889","0.999999729914493","2.9959255916499","97.0064872451167","0.999964481972245","2.89165477918359","95.8556170177283","0.999964481972245","2.71531477594505","87.4110037515087","0.999964481972245","3.41090011174159","102.700471108157","0.999999726494103","3.23168209505944","98.2254195684068","0.999999726494103","3.02822007252408","93.0795708328734","0.999999726494103","3.20794572481427","102.63033043848","0.999999954123208","2.99942208214739","98.3519819675264","0.999999954123208","2.99942208214739","98.3519819675264","0.999999954123208","3.77643595514523","110.116749385574","0.999972546079072","3.58258598665372","105.416203127396","0.999972546079072","3.36248162991448","99.9778510160002","0.999972546079072","4.05643090434545","129.523516133645","0.920472687725256","3.93642972604128","124.596111749296","0.920472687725256","3.78591190175209","118.390937188502","0.920472687725256","2.94583067550668","89.4520887098536","0.999999991736608","2.78957454182171","86.1088527289824","0.999999991736608","2.62057577464156","82.7259423742316","0.999999991736608","3.14336608005647","98.7610579839415","0.999994153721544","2.98496241245398","94.49679449269","0.999994153721544","2.80482208944158","89.5389057830631","0.999994153721544"
