"Drift.Time..days.","Alt1b_11_H","Column7","Column8","Alt1b_11_M","Column9","Column10","Alt1b_11_L","Column11","Column12","Alt1b_98_H","Column13","Column14","Alt1b_98_M","Column15","Column16","Alt1b_98_L","Column17","Column18","Alt1b_85_H","Column31","Column32","Alt1b_85_M","Column33","Column34","Alt1b_85_L","Column35","Column36","Alt1b_83_H","Column43","Column44","Alt1b_83_M","Column45","Column46","Alt1b_83_L","Column47","Column48","Alt1b_80_H","Column49","Column50","Alt1b_80_M","Column51","Column52","Alt1b_80_L","Column53","Column54","Alt1b_75_H","Column55","Column56","Alt1b_75_M","Column57","Column58","Alt1b_75_L","Column59","Column60","Alt1b_66_H","Column67","Column68","Alt1b_66_M","Column69","Column70","Alt1b_66_L","Column71","Column72","NA."
NA,"ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained",NA
"1.25","2.90983244780666","27.7431164700354","1","2.74653831689471","25.9924038974716","1","2.54222458442255","23.8075773407307","1","2.40718513319453","23.9816065278307","1","2.10086287185766","20.6024694353022","1","2.09941673664968","20.5865400221576","1","2.55994097087335","22.3520481299397","1","2.46499524811986","21.3132972857955","1","2.359405730308","20.1626141854896","1","2.05662560900381","19.2303362563575","1","1.95810536903814","18.1709098868","1","1.64428634392051","15.6386360862806","1","1.874474162758","18.7197123570008","1","1.77217819801733","17.5364999001797","1","1.65747337375568","16.2127766239392","1","2.76154812847386","26.9016198024301","1","2.61997340507975","25.3805954503975","1","1.90227693404009","17.7237422153337","1","2.19525020277871","20.7945492337603","1","1.89709698301288","17.5342112101802","1","1.79247985538827","16.4053251946464","1",1.25
"1.375","2.97712521211042","30.7202416821458","1","2.81588717566459","28.8082910731362","1","2.61420433631547","26.4217816770461","1","2.44991087026445","26.4315173980952","1","2.15113906844897","22.7536085037512","1","2.14972880234991","22.7362688245076","1","2.75027280144349","25.1023209313832","1","2.65710822691928","23.9704055127148","1","2.55339428245987","22.7160084679495","1","2.06550334959392","21.2958396059514","1","1.96839701913752","20.1393069059375","1","1.65767430779092","17.2963103940715","1","1.8882847214727","20.6079970784735","1","1.78915463409915","19.3256545342788","1","1.67794334234127","17.8907199662805","1","2.85131265947067","29.7529324619008","1","2.71287218813646","28.093467638534","1","2.00899231603779","19.7327345313715","1","2.29476810727568","23.089317341036","1","2.00223602291474","19.536447233095","1","1.89927129240919","18.3045964870556","1",1.375
"1.5","3.06338613207903","33.7836278142248","1","2.90400559367739","31.7122966668136","1","2.70466850814943","29.1264501851956","1","2.53770135299278","28.969218751088","1","2.24626275087273","24.9998712546239","1","2.24488735404984","24.9811561785574","1","2.97064405871732","28.0729649901005","1","2.87930787993036","26.8497133926452","1","2.77754418356353","25.493552651513","1","2.13420187065286","23.4300414766042","1","2.03849793108439","22.1778048370219","1","1.70097763435612","18.9972880284277","1","1.93237148756324","22.5403685660368","1","1.83589998336526","21.1615545176441","1","1.72767088819181","19.6183908544723","1","2.95857348130831","32.7115059432091","1","2.82292691840994","30.9163945569439","1","2.13145673113325","21.8641912625048","1","2.41628909154616","25.5056064325821","1","2.13127658025131","21.6677238133463","1","2.03066983444051","20.3352663214961","1",1.5
"1.625","3.12569281243178","36.9093206266566","1","2.96855351337626","34.6808501801899","1","2.77200231850874","31.8984525037043","1","2.59624039328455","31.5654591443725","1","2.3112076344979","27.3110788891218","1","2.30986203438337","27.2910182129408","1","3.19603242344808","31.2689974135486","1","3.10716214654568","29.9568755391909","1","3.00795334752992","28.5015059990429","1","2.22098610649156","25.6510275830958","1","2.12690737252662","24.3047122095485","1","1.75189176967438","20.749179798102","1","2.00655837982592","24.5469269458627","1","1.91316246270917","23.0747169803533","1","1.80836243536958","21.4267532898419","1","3.04497815145062","35.7564840946597","1","2.9122240053682","33.8286185623121","1","2.23375483683299","24.0979460993378","1","2.49699535352407","28.0026017861062","1","2.21954667180165","23.8872704851479","1","2.12137940980157","22.4566457312977","1",1.625
"1.75","3.15029476833739","40.059615394994","1","2.99554771512339","37.6763978953133","1","2.80194493275579","34.7003974364601","1","2.59853957937664","34.1639987237491","1","2.31876943014229","29.6298483192641","1","2.31743745637893","29.6084556693197","1","3.27582834066838","34.544825754217","1","3.1906388324157","33.1475143716065","1","3.09479696969992","31.5963029687428","1","2.24059763298535","27.8916252160812","1","2.14854199469355","26.4532542042421","1","1.76930939557435","22.5184891936764","1","2.06333835605411","26.6102653019168","1","1.97214008048984","25.0468570608431","1","1.86973493167815","23.2964882215201","1","3.06468002056753","38.8211641152272","1","2.93415879368373","36.7627773559959","1","2.26500155288286","26.3629476522206","1","2.51906640715103","30.5216681932572","1","2.24753801598479","26.1348085011327","1","2.15125570104401","24.6079014323417","1",1.75
"1.875","3.1557871628425","43.2154025578365","1","3.00348099866599","40.6798788939793","1","2.8128429753825","37.5132404118426","1","2.58118770697385","36.745186430723","1","2.30656177915523","31.9364100984193","1","2.30521267652818","31.9136683458479","1","3.21822894201943","37.7630546962364","1","3.13600433845111","36.2835187100577","1","3.04280149636615","34.639104465109","1","2.22525467203559","30.1168798881167","1","2.13489321007874","28.5881474143208","1","1.76826482099574","24.2867540146721","1","2.04657149951296","28.6568368014298","1","1.95726713691376","27.0041241977569","1","1.85699410178728","25.1534823233073","1","3.05221485489216","41.8733789701194","1","2.92317440275141","39.6859517587473","1","2.25939760236381","28.6223452545844","1","2.49959276621035","33.0212609594676","1","2.23448941170219","28.3692979128349","1","2.14033273279314","26.7482341651348","1",1.875
"2","3.15717749292817","46.3725800507647","1","3.00730658212554","43.6871854761048","1","2.81965941028232","40.3328998221249","1","2.55841157249029","39.3035980032133","1","2.28876986620415","34.2251799646235","1","2.28737132859053","34.2010396744384","1","3.16733529500495","40.9303899912414","1","3.08737203319055","39.3708907432482","1","2.99614521944494","37.6352496845539","1","2.20689133410082","32.3237712222176","1","2.11800981533565","30.7061572296565","1","1.7593749603774","26.0461289750495","1","2.02648726499969","30.6833240664295","1","1.93887946746299","28.9430036652199","1","1.84053008456796","26.9940124078753","1","3.03616267045566","44.909541640575","1","2.90869223329619","42.5946439920435","1","2.25120856578883","30.8735538203732","1","2.48002842526714","35.5012893847347","1","2.22013640609756","30.5894343189325","1","2.12756583631094","28.8758000014458","1",2
"2.125","3.15967184622527","49.5322518969899","1","3.01225446657145","46.6994399426763","1","2.82760450173243","43.1605043238574","1","2.54378942810011","41.8473874313134","1","2.27879176521542","36.5039717298389","1","2.27734252625752","36.4783822006959","1","3.13798106648313","44.0683710577245","1","3.05999335361225","42.4308840968605","1","2.97072264024075","40.6059723247947","1","2.19957447784287","34.5233457000604","1","2.11214411513634","32.8183013447928","1","1.75766501662905","27.8037939916786","1","2.02509245081661","32.7084165172461","1","1.9391129214892","30.8821165867091","1","1.84259109655902","28.8366035044343","1","3.01498754788591","47.924529188461","1","2.88942003633669","45.4840640283802","1","2.24046127948887","33.1140150998621","1","2.47576381525342","37.9770531999881","1","2.21928636170383","32.8087206806363","1","2.12771235523789","31.0035123566837","1",2.125
"2.25","3.18850531382712","52.720757210817","1","3.04363648373384","49.7430764264101","1","2.86210170817321","46.0226060320306","1","2.58415433265633","44.4315417639697","1","2.32222104087941","38.8261927707183","1","2.32074529071767","38.7991274914136","1","3.21268415228858","47.2810552100131","1","3.13627657713894","45.5671606739994","1","3.0486861742403","43.654658499035","1","2.23996517895461","36.7633108790151","1","2.15372858962153","34.9720299344143","1","1.78410566376439","29.587899655443","1","2.10782488175264","34.8162413989987","1","2.0235489051108","32.9056654918199","1","1.92892172176142","30.7655252261957","1","3.05402236591415","50.9785515543751","1","2.93002500616121","48.4140890345414","1","2.28818998381468","35.4022050836768","1","2.54890673322505","40.5259599332132","1","2.29703368496244","35.1057543655987","1","2.20688728727895","33.2103996439626","1",2.25
"2.375","3.25824766665483","55.9790048774719","1","3.11591801417945","52.8589944405895","1","2.93749888420445","48.960104916235","1","2.68042425831941","47.1119660222891","1","2.42131743570802","41.2475102064263","1","2.41984036535989","41.2189678567735","1","3.2386109961189","50.519666206132","1","3.16380214552576","48.7309628195252","1","3.07794736377759","46.7326058628125","1","2.39547064729286","39.1587815263079","1","2.31085906368646","37.2828889981008","1","1.85690978275725","31.4448094382002","1","2.21746163514197","37.0337030341407","1","2.13493214927718","35.040597641097","1","2.04228309547319","32.8078083216689","1","3.11952782136728","54.0980793757424","1","2.99701429841256","51.4111033329539","1","2.3618080510432","37.76401313472","1","2.65347059123326","43.1794305244464","1","2.40676851641908","37.5125228820178","1","2.31823477718938","35.528634421152","1",2.375
"2.5","3.35067741692859","59.3296822944005","1","3.2109226011516","56.0699170417411","1","3.03561864765654","51.9957235638916","1","2.77249708172822","49.8844631040174","1","2.51656786617781","43.7640780726041","1","2.51510523508175","43.7340730918552","1","3.36875331276323","53.8884195188952","1","3.29543830883458","52.0264011283597","1","3.21119770463058","49.9438035674431","1","2.68726049528538","41.8460420215933","1","2.60514195332073","39.8880309514215","1","1.94489922145296","33.3897086596532","1","2.333270181931","39.3669732160717","1","2.25242836732042","37.2930260084175","1","2.16171292716067","34.9695212488296","1","3.16337667352759","57.26145604927","1","3.04426478657315","54.4553681195271","1","2.41452291167831","40.1785360463983","1","2.76187824177301","45.9413087662195","1","2.51963868036854","40.0321615623864","1","2.43245858597554","37.9610930071275","1",2.5
"2.625","3.42418733577001","62.7538696301705","1","3.28680090274905","59.3567179444902","1","3.11433369742453","55.1100572613161","1","2.82005299475692","52.7045160987743","1","2.56822923133689","46.332307303941","1","2.5667913364202","46.3008644282754","1","3.49230620791082","57.380725726806","1","3.42061183392026","55.44701296228","1","3.33815005328142","53.2819536207245","1","2.89731800165588","44.7433600232492","1","2.81746649306904","42.7054974444906","1","2.01298747012851","35.4026961297817","1","2.43879902718086","41.8057722432525","1","2.35972751250996","39.6527535209274","1","2.27103687858082","37.2405581274104","1","3.19318514800427","60.4546411972742","1","3.07634927101885","57.5317173905459","1","2.45667100197478","42.6352070483731","1","2.85262485475267","48.7939336209721","1","2.61514741836494","42.6473089807513","1","2.5294147278437","40.4905077349712","1",2.625
"2.75","3.44446456980431","66.1983341999748","1","3.30616885043294","62.6628867949231","1","3.13272416893252","58.2427814302486","1","2.81920405667602","55.5237201554503","1","2.57217947651595","48.904486780457","1","2.57077095718471","48.8716353854601","1","3.51878636741612","60.8995120942221","1","3.44866017020649","58.8956731324865","1","3.36793274178113","56.6498863625057","1","2.97527631232753","47.7186363355767","1","2.89691586003128","45.6024133045218","1","2.04774077310515","37.4504369028869","1","2.47454811286225","44.2803203561148","1","2.39707053949419","42.0498240604216","1","2.31019352527196","39.5507516526824","1","3.17666272601572","63.63130392329","1","3.06247745531488","60.5941948458608","1","2.45499447887869","45.0902015272518","1","2.87086463414277","51.6647982551149","1","2.63810396649502","45.2854129472463","1","2.55388056764275","43.044388302614","1",2.75
"2.875","3.41215344928034","69.6104876492551","1","3.26285188132952","65.9257386762527","1","3.07732642001513","61.3201078502638","1","2.79754373487475","58.3212638903251","1","2.55494837392019","51.4594351543772","1","2.55356715770729","51.4252025431674","1","3.4686013577581","64.3681134519802","1","3.40016751658239","62.2958406490689","1","3.32133492284708","59.9712212853528","1","2.95213822301091","50.6707745585876","1","2.874809464721","48.4772227692428","1","2.03650464004493","39.4869415429318","1","2.47378337255133","46.7541037286661","1","2.39775112926848","44.4475751896901","1","2.31252526342855","41.8632769161109","1","3.15093392754106","66.782237850831","1","3.0391830070976","63.6333778529584","1","2.44362200217383","47.5338235294256","1","2.86365233442795","54.5284505895428","1","2.635541418709","47.9209543659553","1","2.55283483866502","45.597223141279","1",2.875
"3","3.3555652756585","72.9660529249136","1","3.18369382301704","69.1094324992697","1","2.9740835061051","64.2941913563689","1","2.77324799949566","61.0945118898207","1","2.53517138332176","53.9946065376989","1","2.53381815665924","53.9590206998267","1","3.40891285153388","67.7770263035141","1","3.34217434231248","65.6380149913814","1","3.26523442893926","63.236455714292","1","2.92739018120187","53.5981647397895","1","2.85116060182123","51.3283833710641","1","2.025153710629","41.5120952535608","1","2.46573743737258","49.2198411660387","1","2.39111360141113","46.8386887911012","1","2.30749695530578","44.1707738714167","1","3.11866116758595","69.900899018417","1","3.00886916879148","66.6422470217499","1","2.42647491758433","49.9602984470099","1","2.85193745166359","57.3803880412064","1","2.62927032104429","50.5502246869996","1","2.54835369779206","48.145576839071","1",3
"3.125","3.32111513375415","76.2871680586678","1","3.12693305201594","72.2363655512856","1","2.893968675958","67.1881600323268","1","2.7532465412512","63.8477584310719","1","2.51954858132096","56.5141551190199","1","2.51822262435808","56.4772433241847","1","3.39073537662801","71.1677616801421","1","3.32546591814859","68.9634809095299","1","3.25013812816076","66.4865938424528","1","2.90371310190249","56.501877841692","1","2.82865548204663","54.1570388531107","1","2.01598739726374","43.5280826508245","1","2.4600815471169","51.6799227131556","1","2.38722829845191","49.2259170895531","1","2.30561397497268","46.4763878463894","1","3.08178039733529","72.9826794157523","1","2.97166850676143","69.6139155285113","1","2.40440724121086","52.3647056882208","1","2.83611341160857","60.216501452815","1","2.61979357618927","53.1700182631889","1","2.54098086901501","50.6865577080861","1",3.125
"3.25","3.3476921235663","79.6348601822341","0.999999999999972","3.14179803993021","75.3781635912159","0.999999999999972","2.89712650459305","70.0852865369199","0.999999999999972","2.78431719988943","66.6320756309613","1","2.55559249873185","59.0697476177517","1","2.55429697647397","59.0315403006587","1","3.55129938571272","74.7190610658548","1","3.4876101468041","72.4510910563341","1","3.41405254300597","69.9006463854587","1","2.89226936822417","59.3941472099162","1","2.81845633468633","56.975495187797","1","2.0166809492359","45.5447636000604","1","2.51214126708025","54.1920639802358","1","2.44119636591433","51.6671134554675","1","2.36175591924358","48.838143765633","1","3.03757867740969","76.020258093162","1","2.92304347755972","72.536959006071","1","2.37527885965556","54.7399845478764","1","2.83672852622533","63.0532299790403","1","2.62688120740006","55.796899470589","1","2.55025197195203","53.2368096800381","1",3.25
"3.375","3.42704777859172","83.0619079608258","0.999999999994199","3.21939103952808","78.5975546307439","0.999999999994189","2.97319771542364","73.0584842523435","0.999999999994189","2.88270885365879","69.5147844846201","1","2.65881437954287","61.7285619972946","1","2.6575478459925","61.6890881466512","1","3.83760375292299","78.5566648187778","1","3.7757236390204","76.2268146953544","1","3.70417626527772","73.6048226507365","1","2.93777893335972","62.3319261432759","1","2.86572641376378","59.8412216015608","1","2.0440324839131","47.5887960839735","1","2.53572099038926","56.7277849706251","1","2.46667062954505","54.1337840850125","1","2.38937132563675","51.2275150912697","1","3.03533548399739","79.0555935771594","1","2.91816502197866","75.4551240280497","1","2.3914833943006","57.131467942177","1","2.88587680454314","65.9391067835835","1","2.68306890349099","58.4799683740799","1","2.60886602791025","55.8456757079483","1",3.375
"3.5","3.5154963245366","86.5774042853624","0.999999999491928","3.30994300845395","81.9074976391979","0.999999999491252","3.06611995430819","76.1246042066517","0.999999999491252","3.00065640763634","72.5154408922565","1","2.78051879616866","64.5090807934633","1","2.7792747937837","64.4683629404349","1","4.1816673854321","82.7383322042099","1","4.12151887667273","80.3483335720272","1","4.05189616424596","77.6567188149824","1","3.18974783580852","65.5216739790844","1","3.1201127674629","62.9613343690237","1","2.12649897577239","49.7152950597459","1","2.52807871652126","59.2558636871464","1","2.46073489485352","56.594518979866","1","2.38537244346935","53.6128875347391","1","3.09081782298403","82.1464114001434","1","2.98585751189992","78.4409815399496","1","2.46514555262076","59.5966134947977","1","2.93508352369235","68.8741903072758","1","2.73984605925896","61.2198144333389","1","2.66823523834121","58.5139109462896","1",3.5
"3.625","3.59791809371838","90.1753223790808","0.999999978301715","3.39734732468814","85.304844963886","0.999999978279168","3.15927650324","79.2838807098917","0.999999978279168","3.03428706333432","75.5497279555908","1","2.82557544572599","67.3346562391893","1","2.82432667348009","67.292689613915","1","4.50158031772281","87.2399125219328","1","4.44115079463928","84.7894843666665","1","4.37131852397435","82.0280373389568","1","3.31204958347519","68.8337235625596","1","3.24591476515596","66.2072491341797","1","2.1957401031512","51.9110351628971","1","2.51766815993636","61.7735318470827","1","2.45161228378272","59.0461312636488","1","2.37766059358273","55.9905481283218","1","3.18135348428359","85.327764884427","0.999999999999986","3.14440984496382","81.5853913849134","0.999999999999985","2.59485888518633","62.1914723799841","0.999999999999986","2.9828223678355","71.8570126751113","1","2.79792568567071","64.0177401190096","1","2.72830071662649","61.242211662916","1",3.625
"3.75","3.59791809371838","93.7732404727991","0.999999493205774","3.39734732468814","88.7021922885742","0.99999949278914","3.15927650324","82.4431572131317","0.99999949278914","3.03428706333432","78.5840150189251","1","2.82557544572599","70.1602316849152","1","2.82432667348009","70.1170162873951","1","4.50158031772281","91.7414928396556","1","4.44115079463928","89.2306351613057","1","4.37131852397435","86.3993558629311","1","3.31204958347519","72.1457731460348","1","3.24591476515596","69.4531638993356","1","2.1957401031512","54.1067752660483","1","2.51766815993636","64.2912000070191","1","2.45161228378272","61.4977435474315","1","2.37766059358273","58.3682087219045","1","3.18135348428359","88.5091183687106","0.999999999998462","3.14440984496382","84.7298012298773","0.999999999998457","2.59485888518633","64.7863312651704","0.999999999998463","2.9828223678355","74.8398350429469","1","2.79792568567071","66.8156658046803","1","2.72830071662649","63.9705123795425","1",3.75
"3.875","3.59777435834709","97.3710148311462","0.99999289874107","3.39939187358278","92.1015841621569","0.99999289428523","3.16396681790206","85.6071240310338","0.99999289428523","3.01064375929956","81.5946587782247","1","2.80526447370361","72.9654961586189","1","2.8035644156831","72.9205807030782","1","4.41907245514728","96.1605652948029","1","4.35451629908194","93.5851514603877","1","4.28006567336941","90.6794215363005","1","3.26455179339739","75.4103249394322","1","3.19866026246361","72.6518241617992","1","2.19019532575284","56.2969705918012","1","2.49977539102138","66.7909753980405","1","2.42877817444844","63.9265217218799","1","2.34918781319394","60.7173965350985","1","3.13730746245945","91.64642583117","0.999999999914675","3.12548431671614","87.8552855465934","0.999999999914672","2.56897392165283","67.3553051868232","0.999999999914733","2.9586125675528","77.7984476104997","1","2.77556963070552","69.5912354353858","1","2.70247643846307","66.6729888180056","1",3.875
"4","3.59583066841451","100.966845499561","0.999935549312524","3.39955266413451","95.5011368262914","0.999935516227157","3.1666649593186","88.7737889903524","0.999935516227157","2.98438383155552","84.5790426097802","1","2.78185001115416","75.747346169773","1","2.77791997849367","75.6985006815719","1","4.32610449516022","100.486669789963","0.999999999999933","4.25297426529569","97.8381257256834","0.999999999999933","4.16885034552724","94.8482718818278","0.999999999999933","3.22604578755608","78.6363707269883","1","3.15594742497338","75.8077715867726","1","2.18827416299136","58.4852447547925","1","2.49532889316161","69.2863042912021","0.999999999999988","2.41166881880895","66.3381905406889","0.999999999999988","2.3177203139527","63.0351168490511","0.999999999999988","3.08716388155354","94.7335897127236","0.999999997304604","3.08935995569719","90.9446455022906","0.999999997308153","2.53530349179663","69.8906086786198","0.999999997306007","2.93216561455626","80.7306132250559","0.999999999999998","2.7475961171292","72.338831552515","0.999999999999998","2.66471526705891","69.3377040850645","0.999999999999998",4
