"Drift.Time..days.","Alt1_12_H","NA.","NA..1","Alt1_12_M","NA..2","NA..3","Alt1_12_L","NA..4","NA..5","Alt1_11_H","NA..6","NA..7","Alt1_11_M","NA..8","NA..9","Alt1_11_L","NA..10","NA..11","Alt1_98_H","NA..12","NA..13","Alt1_98_M","NA..14","NA..15","Alt1_98_L","NA..16","NA..17","Alt1_85_H","NA..18","NA..19","Alt1_85_M","NA..20","NA..21","Alt1_85_L","NA..22","NA..23","Alt1_84_H","NA..24","NA..25","Alt1_84_M","NA..26","NA..27","Alt1_84_L","NA..28","NA..29","Alt1_83_H","NA..30","NA..31","Alt1_83_M","NA..32","NA..33","Alt1_83_L","NA..34","NA..35","Alt1_80_H","NA..36","NA..37","Alt1_80_M","NA..38","NA..39","Alt1_80_L","NA..40","NA..41","Alt1_75_H","NA..42","NA..43","Alt1_75_M","NA..44","NA..45","Alt1_75_L","NA..46","NA..47","Alt1_68_H","NA..48","NA..49","Alt1_68_M","NA..50","NA..51","Alt1_68_L","NA..52","NA..53"
NA,"ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained","ITU","CTU","% Retained"
1.375,"2.37131220841549","21.7280901711547","1","2.25984290716945","20.5396582388595","1","2.14862533140807","19.3551846080337","1","2.76632788781361","26.5682136902619","1","2.60094501697493","24.7902850598788","1","2.39465126299911","22.5776449394285","1","1.89538046124896","18.3933303067133","1","1.77707205884913","17.1222161988366","1","1.6432257655369","15.6870714472156","1","2.36166940783512","22.3204426876505","1","2.22913796256657","20.867685994857","1","2.06856692089563","19.1126610914238","1","2.14931734302155","20.4861800427948","1","2.03077524426571","19.1926662741321","1","1.89757515794169","17.7427733956741","1","2.2361558257551","21.2524404447632","1","2.11698763695512","19.9369165730672","1","1.9792042854826","18.4178345921724","1","2.49733442835246","23.3630159250252","1","2.42319482780778","22.5605658212011","1","2.1959774483246","20.0767523569008","1","2.89497448254767","27.9768881512473","1","2.75582678550258","26.4705535011999","1","2.57893402577583","24.5613843382926","1","2.15321535250944","19.9586011079241","1","2.03260620038884","18.6367731134932","1","1.89715817841717","17.1568511031269","1"
1.5,"2.48138680573418","24.2094769768888","1","2.37126821568151","22.910926454541","1","2.26137987697278","21.6165644850065","1","2.84415727294294","29.4123709632048","1","2.68240373907253","27.4726887989513","1","2.48057157464675","25.0582165140752","1","2.01431348648146","20.4076437931948","1","1.89778500279735","19.0200012016339","1","1.7659742252179","17.4530456724335","1","2.45434735001957","24.7747900376701","1","2.32455879776262","23.1922447926197","1","2.16722327663444","21.2798843680582","1","2.14226819265983","22.6284482354546","1","2.02655460751627","21.2192208816484","1","1.89645207189357","19.6392254675677","1","2.34887627562664","23.6013167203899","1","2.23210726736833","22.1690238404356","1","2.09705870425524","20.5148932964277","1","2.59572607938098","25.9587420044062","1","2.52299093612017","25.0835567573212","1","2.30043663358257","22.3771889904834","1","2.95642647222114","30.9333146234685","1","2.82062237683187","29.2911758780317","1","2.64783403943862","27.2092183777312","1","2.28218332621175","22.2407844341358","1","2.16490086095504","20.8016739744482","1","2.03308827670813","19.1899393798351","1"
1.625,"2.59032069559105","26.7997976724799","1","2.48150739458214","25.3924338491231","1","2.37293215211621","23.9894966371227","1","2.93563123470599","32.3480021979108","1","2.77743177717779","30.2501205761291","1","2.57996983270848","27.6381863467837","1","2.14720476286701","22.5548485560618","1","2.03258398055131","21.0525851821853","1","1.90277382811512","19.3558195005486","1","2.53959033124833","27.3143803689184","1","2.41317757024367","25.6054223628633","1","2.2598446648256","23.5397290328838","1","2.21711013401679","24.8455583694714","1","2.10449365462118","23.3237145362695","1","1.97778660208062","21.6170120696483","1","2.45761306574139","26.0589297861312","1","2.34374495866775","24.5127687991033","1","2.21198883561511","22.7268821320428","1","2.68167124900875","28.640413253415","1","2.61039029551853","27.6939470528398","1","2.39240769293559","24.769596683419","1","3.02813915019408","33.9614537736626","1","2.89614897625642","32.1873248542882","1","2.72805278852759","29.9372711662588","1","2.37041413185869","24.6111985659945","1","2.25596883337201","23.0576428078202","1","2.12726006665967","21.3171994464947","1"
1.75,"2.66805108856248","29.4678487610424","1","2.56077973637459","27.9532135854977","1","2.45370291587819","26.4431995530009","1","3.0122452202649","35.3602474181757","1","2.85728532562854","33.1074059017576","1","2.66375940563427","30.301945752418","1","2.22479879585325","24.779647351915","1","2.11259464605853","23.1651798282438","1","1.98544756356448","21.3412670641131","1","2.62165198548509","29.9360323544035","1","2.49933565085359","28.1047580137169","1","2.35087450731623","25.8906035402001","1","2.28358674440939","27.1291451138808","1","2.17386804927815","25.4975825855477","1","2.05034236047455","23.6673544301228","1","2.51799562076689","28.5769254068981","1","2.40767215902105","26.9204409581244","1","2.2799651662782","25.006847298321","1","2.75708080516997","31.3974940585849","1","2.68759618039205","30.3815432332318","1","2.47527322056461","27.2448699039836","1","3.09320664658142","37.054660420244","1","2.96441788184058","35.1517427361287","1","2.80028181983714","32.7375529860959","1","2.43689814332424","27.0480967093188","1","2.32495969169156","25.3826024995118","1","2.19899970589251","23.5161991523872","1"
1.875,"2.70600067360632","32.1738494346487","1","2.60088155082573","30.5540951363234","1","2.49589746718248","28.9390970201834","1","3.04761500402099","38.4078624221967","1","2.89536182363067","36.0027677253883","1","2.70511741740144","33.0070631698194","1","2.23839215951131","27.0180395114263","1","2.12878649361351","25.2939663218573","1","2.00449898543977","23.3457660495529","1","2.63754171509294","32.5735740694965","1","2.5192349026946","30.6239929164115","1","2.37550349128358","28.2661070314837","1","2.29438209256236","29.4235272064432","1","2.18727271048397","27.6848552960316","1","2.06661673509977","25.7339711652226","1","2.53598124863752","31.1129066555356","1","2.42924004771198","29.3496810058363","1","2.30561075366052","27.3124580519815","1","2.77595751990662","34.1734515784916","1","2.70787244731301","33.0894156805448","1","2.50005475457875","29.7449246585623","1","3.11956292768007","40.1742233479241","1","2.99308781491951","38.1448305510483","1","2.83182221771216","35.5693752038081","1","2.46038139306726","29.508478102386","1","2.35093312756844","27.7335356270802","1","2.22770765684824","25.7439068092355","1"
2,"2.7240830969407","34.8979325315894","1","2.62126295013298","33.1753580864564","1","2.51852413532315","31.4576211555065","1","3.05573944495646","41.4636018671532","1","2.90600248423159","38.9087702096199","1","2.71880807185476","35.7258712416742","1","2.22285964421033","29.2408991556367","1","2.11607429988468","27.410040621742","1","1.99499989396727","25.3407659435201","1","2.61527530171908","35.1888493712155","1","2.50021489784568","33.1242078142572","1","2.36033867445529","30.6264457059389","1","2.27545193829226","31.6989791447354","1","2.17058001674817","29.8554353127798","1","2.05239042502691","27.7863615902495","1","2.53583817038268","33.6487448259183","1","2.43264518321685","31.7823261890532","1","2.3127892590781","29.6252473110596","1","2.75862060916159","36.9320721876531","1","2.69186413547018","35.781279816015","1","2.48823713885394","32.2331617974163","1","3.11246567355127","43.2866890214753","1","2.98784488600474","41.132675437053","1","2.82888057333358","38.3982557771417","1","2.44919543060107","31.9576735329871","1","2.34271368753393","30.0762493146142","1","2.22274923534905","27.9666560445845","1"
2.125,"2.74329485443697","37.6412273860264","1","2.64267524132179","35.8180333277782","1","2.54208796506594","33.9997091205725","1","3.06144616514403","44.5250480322972","1","2.9142760375471","41.823046247167","1","2.73019667986579","38.45606792154","1","2.2043102596992","31.4452094153359","1","2.10017565581743","29.5102162775594","1","1.98185563406613","27.3226215775863","1","2.59313163897699","37.7819810101925","1","2.48062751270533","35.6048353269625","1","2.34377437133069","32.9702200772696","1","2.25248934274827","33.9514684874837","1","2.14960793338774","32.0050432461675","1","2.03361861347644","29.819980203726","1","2.53200115939977","36.1807459853181","1","2.43229744945058","34.2146236385038","1","2.31619608969142","31.941443400751","1","2.73681821177205","39.6688903994252","1","2.67162724434593","38.4529070603609","1","2.47280693792742","34.7059687353437","1","3.10725906467937","46.3939480861547","1","2.98453709485483","44.1172125319078","1","2.82792318450378","41.2261789616455","1","2.42931894789181","34.3869924808789","1","2.32506550516283","32.401314819777","1","2.20755603443724","30.1742120790218","1"
2.25,"2.77319228514879","40.4144196711752","1","2.67472814656021","38.4927614743384","1","2.57624908121859","36.5759582017911","1","3.06940066790717","47.5944487002044","1","2.92472083444541","44.7477670816124","1","2.74367240168265","41.1997403232226","1","2.19153513027847","33.6367445456143","1","2.0897141177764","31.5999303953358","1","1.9737914629422","29.2964130405285","1","2.58101624583748","40.36299725603","1","2.47027896624699","38.0751142932095","1","2.33552127858921","35.3057413558588","1","2.24372691305825","36.1951954005419","1","2.14272391637228","34.1477671625398","1","2.02880950823478","31.8487897119607","1","2.52347207928219","38.7042180646003","1","2.42641682589615","36.6410404643999","1","2.31336741795311","34.2548108187041","1","2.71768014551974","42.3865705449449","1","2.65391434563723","41.1068214059981","1","2.45954205431112","37.1655107896548","1","3.11988391716855","49.5138320033233","1","2.99906153402952","47.1162740659373","1","2.84479931224929","44.0709782738947","1","2.41928369028473","36.8062761711636","1","2.31693261590282","34.7182474356798","1","2.20151498051439","32.3757270595362","1"
2.375,"2.83964824838411","43.2540679195593","1","2.74347571124192","41.2362371855803","1","2.64724079976444","39.2231990015555","1","3.10495512868506","50.6994038288894","1","2.96257497686853","47.710342058481","1","2.78432007807331","43.9840604012959","1","2.22750433942921","35.8642488850436","1","2.12770017304818","33.727630568384","1","2.01399874621534","31.3104117867438","1","2.58401848780632","42.9470157438363","1","2.47544960248551","40.550563895695","1","2.34326924130966","37.6490105971685","1","2.31641559336658","38.5116109939085","1","2.21731079280331","36.3650779553431","1","2.10549091468076","33.9542806266415","1","2.56732464605581","41.2715427106561","1","2.47220087516728","39.1132413395672","1","2.36141921187388","36.616230030578","1","2.70551737935955","45.0920879243045","1","2.64294041525103","43.7497618212492","1","2.45236068388743","39.6178714735423","1","3.17370833731693","52.6875403406402","1","3.05473873392825","50.1710127998656","1","2.90280052198524","46.97377879588","1","2.42351484479719","39.2297910159608","1","2.32388942131651","37.0421368569963","1","2.21147387357015","34.5872009331063","1"
2.5,"2.94513575616347","46.1992036757227","1","2.85140364313091","44.0876408287113","1","2.75756016348558","41.9807591650411","1","3.18418777785239","53.8835916067418","1","3.04411779123884","50.7544598497198","1","2.86869516855857","46.8527555698545","1","2.28571458066292","38.1499634657065","1","2.18757457015634","35.9152051385403","1","2.07572597868587","33.3861377654297","1","2.62924512597749","45.5762608698138","1","2.52338956341553","43.0739534591106","1","2.39443006327364","40.0434406604421","1","2.38021537910574","40.8918263730143","1","2.28291479886609","38.6479927542092","1","2.17308721574362","36.1273678423851","1","2.62067189631894","43.892214606975","1","2.52701893269518","41.6402602722624","1","2.41794950095751","39.0341795315355","1","2.7287945887293","47.8208825130338","1","2.66764303080825","46.4174048520574","1","2.48144517572991","42.0993166492722","1","3.2568612126757","55.9444015533159","1","3.1399097830932","53.3109225829588","1","2.99049997593292","49.9642787718129","1","2.43798931463384","41.6677803305947","1","2.34102354888351","39.3831604058798","1","2.23153855787527","36.8187394909816","1"
2.625,"3.04503935573347","49.2442430314562","1","2.9537118552286","47.0413526839398","1","2.86222737063569","44.8429865356768","1","3.28393774816247","57.1675293549043","1","3.14683963406027","53.9012994837801","1","2.97505939280755","49.827814962662","1","2.36851551456895","40.5184789802754","1","2.27153130184489","38.1867364403852","1","2.16097012971449","35.5471078951442","1","2.65967379159058","48.2359346614044","1","2.55653837764155","45.6304918367521","1","2.43079545331651","42.4742361137587","1","2.45753344830091","43.3493598213152","1","2.36230877497657","41.0103015291858","1","2.25478194001769","38.3821497824028","1","2.66966796857107","46.5618825755461","1","2.57810791651426","44.2183681887766","1","2.47142795183378","41.5056074833693","1","2.81533818158568","50.6362206946195","1","2.7553131495987","49.1727180016561","1","2.57257511311855","44.6718917623907","1","3.33869540582128","59.2830969591372","1","3.22431661969484","56.5352392026536","1","3.07805723694706","53.04233600876","1","2.43492142824848","44.1027017588431","1","2.34053064217554","41.7236910480554","1","2.23388913835418","39.0526286293357","1"
2.75,"3.10366406301184","52.347907094468","1","3.01475745804132","50.0561101419812","1","2.92565274215964","47.7686392778364","1","3.35761106015805","60.5251404150623","1","3.22284730811332","57.1241467918934","1","3.0541118259027","52.8819267885647","1","2.43601007120117","42.9544890514766","1","2.33993451403291","40.5266709544181","1","2.23038547829579","37.77749337344","1","2.68276509486351","50.9186997562679","1","2.58194052253144","48.2124323592836","1","2.45893711251186","44.9331732262705","1","2.53968964043053","45.8890494617457","1","2.44621234474226","43.456513873928","1","2.34063909303046","40.7227888754333","1","2.73346700063387","49.29534957618","1","2.64392432748438","46.862292516261","1","2.53956075218977","44.0451682355591","1","2.88726173469729","53.5234824293168","1","2.82819844821435","52.0009164498705","1","2.64849899612285","47.3203907585136","1","3.40641804819598","62.6895150073331","1","3.29462983068223","59.8298690333358","1","3.15156377138911","56.1938997801491","1","2.44207864525904","46.5447804041022","1","2.34991989119872","44.0736109392541","1","2.24574398820062","41.2983726175364","1"
2.875,"3.12851596279091","55.476423057259","1","3.04190948911761","53.0980196310988","1","2.95506780988469","50.7237070877211","1","3.36617828388721","63.8913186989495","1","3.22811527611677","60.3522620680102","1","3.05669654080548","55.9386233293702","1","2.44103118167704","45.3955202331536","1","2.34648666350733","42.8731576179255","1","2.23864577384054","40.0161391472805","1","2.6716565037692","53.5903562600371","1","2.57236514096447","50.784797500248","1","2.45119897049879","47.3843721967693","1","2.57237558867533","48.461425050421","1","2.48067436701629","45.9371882409443","1","2.37707765506952","43.0998665305028","1","2.74338806559896","52.0387376417789","1","2.65555136430836","49.5178438805694","1","2.55316545814862","46.5983336937077","1","2.89144998345311","56.4149324127699","1","2.83331571007528","54.8342321599458","1","2.6566199024356","49.9770106609492","1","3.42891706710002","66.1184320744332","1","3.31917664655766","63.1490456798935","1","3.17865781693635","59.3725575970854","1","2.46575599260429","49.0105363967065","1","2.37545753382576","46.4490684730799","1","2.27333994314248","43.5717125606788","1"
3,"3.14007988674738","58.6165029440063","1","3.05553804709161","56.1535576781904","1","2.97073029298394","53.6944373807051","1","3.32804559320068","67.2193642921502","1","3.17524664299117","63.5275087110013","1","2.98943728862574","58.928060617996","1","2.43006962973505","47.8255898628887","1","2.33692520515808","45.2100828230835","1","2.23064901523565","42.2467881625161","1","2.65235063817357","56.2427068982107","1","2.55480533333746","53.3396028335855","1","2.43573349264894","49.8201056894182","1","2.56420792182496","51.025632972246","1","2.4742973098689","48.4114855508132","1","2.37267799273779","45.4725445232406","1","2.72123179618266","54.7599694379616","1","2.63585348599202","52.1536973665614","1","2.53630303516221","49.1346367288699","1","2.87905690114388","59.2939893139138","1","2.822050804105","57.6562829640508","1","2.64899273764942","52.6260033985986","1","3.41481425052074","69.5332463249539","1","3.30687232857901","66.4559180084725","1","3.16859845160106","62.5411560486865","1","2.44542688894379","51.4559632856503","1","2.35668183768607","48.8057503107659","1","2.25628444394586","45.8279970046247","1"
3.125,"3.14819236712641","61.7646953111327","1","3.06558791896174","59.2191455971521","1","2.98269094106134","56.6771283217664","1","3.29220811761871","70.5115724097689","1","3.11775040183636","66.6452591128377","1","2.91034015311808","61.838400771114","1","2.41556080329887","50.2411506661876","1","2.32377944753555","47.5338622706191","1","2.21902754607633","44.4658157085925","1","2.62258980231104","58.8652967005217","1","2.52727829656442","55.8668811301499","1","2.41088529226067","52.2309909816789","1","2.55446886200658","53.5801018342526","1","2.46621990562785","50.8777054564411","1","2.36643691317918","47.8389814364198","1","2.69315438241811","57.4531238203797","1","2.60974223424491","54.7634396008063","1","2.51246927264429","51.6471060015142","1","2.85589246114898","62.1498817750627","1","2.80025366582415","60.4565366298749","1","2.63149968511074","55.2575030837093","1","3.40133232391744","72.9345786488713","1","3.29476489982241","69.7506829082949","1","3.15824707488853","65.699403123575","1","2.41600012606617","53.8719634117164","1","2.32893771069811","51.134688021464","1","2.23040485432769","48.0584018589524","1"
