"U_mps","temp_C","Exc_value","Pool_stage_ft","Lake_Sak_Upper_RM","spawn_rkm","p_retained","p_conserv","phi0_MR","phi0","lambda"
0.5,18,25,1848,1544.17,2833.449,1,0.999,4.5e-05,4.5e-05,0.998944059497008
0.7,18,25,1848,1544.17,2833.449,0.04,0.01,4.5e-05,1.8e-06,0.908522269499634
0.9,18,25,1848,1544.17,2833.449,0,0,4.5e-05,0,0
0.5,20,25,1848,1544.17,2833.449,1,0.999,4.5e-05,4.5e-05,0.998944059497008
0.7,20,25,1848,1544.17,2833.449,0.142,0.1,4.5e-05,6.39e-06,0.937206560146715
0.9,20,25,1848,1544.17,2833.449,0.004,0.001,4.5e-05,1.8e-07,0.865360733057404
0.5,22,25,1848,1544.17,2833.449,1,0.999,4.5e-05,4.5e-05,0.998944059497008
0.7,22,25,1848,1544.17,2833.449,0.319,0.25,4.5e-05,1.4355e-05,0.959168159851164
0.9,22,25,1848,1544.17,2833.449,0.007,0.001,4.5e-05,3.15e-07,0.875173570174028
0.5,24,25,1848,1544.17,2833.449,1,0.999,4.5e-05,4.5e-05,0.998944059497008
0.7,24,25,1848,1544.17,2833.449,0.73,0.5,4.5e-05,3.285e-05,0.986626202255045
0.9,24,25,1848,1544.17,2833.449,0.011,0.01,4.5e-05,4.95e-07,0.883365710672189
0.5,14,10,1850,1555.04,2833.449,0.587,0.5,4.5e-05,2.6415e-05,0.978764147970112
0.7,14,10,1850,1555.04,2833.449,0.004,0.001,4.5e-05,1.8e-07,0.865360733057404
0.9,14,10,1850,1555.04,2833.449,0,0,4.5e-05,0,0
0.5,16,10,1850,1555.04,2833.449,0.774,0.75,4.5e-05,3.483e-05,0.988826346625595
0.7,16,10,1850,1555.04,2833.449,0.006,0.001,4.5e-05,2.7e-07,0.872436549166302
0.9,16,10,1850,1555.04,2833.449,0,0,4.5e-05,0,0
0.5,18,10,1850,1555.04,2833.449,0.972,0.95,4.5e-05,4.374e-05,0.997781550400706
0.7,18,10,1850,1555.04,2833.449,0.014,0.01,4.5e-05,6.3e-07,0.887849442235716
0.9,18,10,1850,1555.04,2833.449,0,0,4.5e-05,0,0
0.5,20,10,1850,1555.04,2833.449,1,0.999,4.5e-05,4.5e-05,0.998944059497008
0.7,20,10,1850,1555.04,2833.449,0.044,0.01,4.5e-05,1.98e-06,0.910512263479663
0.9,20,10,1850,1555.04,2833.449,0.001,0.001,4.5e-05,4.5e-08,0.842288529496493
0.5,22,10,1850,1555.04,2833.449,1,0.999,4.5e-05,4.5e-05,0.998944059497008
0.7,22,10,1850,1555.04,2833.449,0.171,0.1,4.5e-05,7.695e-06,0.941928992636862
0.9,22,10,1850,1555.04,2833.449,0.005,0.001,4.5e-05,2.25e-07,0.869233500713555
0.5,24,10,1850,1555.04,2833.449,1,0.999,4.5e-05,4.5e-05,0.998944059497008
0.7,24,10,1850,1555.04,2833.449,0.433,0.25,4.5e-05,1.9485e-05,0.96858637357239
0.9,24,10,1850,1555.04,2833.449,0.007,0.001,4.5e-05,3.15e-07,0.875173570174028
0.5,14,5,1853,1562.68,2833.449,0.349,0.25,4.5e-05,1.5705e-05,0.961863146012824
0.7,14,5,1853,1562.68,2833.449,0.003,0.001,4.5e-05,1.35e-07,0.860439646119202
0.9,14,5,1853,1562.68,2833.449,0,0,4.5e-05,0,0
0.5,16,5,1853,1562.68,2833.449,0.575,0.5,4.5e-05,2.5875e-05,0.978045227842292
0.7,16,5,1853,1562.68,2833.449,0.005,0.001,4.5e-05,2.25e-07,0.869233500713555
0.9,16,5,1853,1562.68,2833.449,0,0,4.5e-05,0,0
0.5,18,5,1853,1562.68,2833.449,0.953,0.95,4.5e-05,4.2885e-05,0.996979673628119
0.7,18,5,1853,1562.68,2833.449,0.009,0.001,4.5e-05,4.05e-07,0.879696394545975
0.9,18,5,1853,1562.68,2833.449,0,0,4.5e-05,0,0
0.5,20,5,1853,1562.68,2833.449,0.98,0.95,4.5e-05,4.41e-05,0.998115993334454
0.7,20,5,1853,1562.68,2833.449,0.026,0.01,4.5e-05,1.17e-06,0.89978410569564
0.9,20,5,1853,1562.68,2833.449,0,0,4.5e-05,0,0
0.5,22,5,1853,1562.68,2833.449,1,0.999,4.5e-05,4.5e-05,0.998944059497008
0.7,22,5,1853,1562.68,2833.449,0.1,0.05,4.5e-05,4.5e-06,0.928712937141823
0.9,22,5,1853,1562.68,2833.449,0.003,0.001,4.5e-05,1.35e-07,0.860439646119202
0.5,24,5,1853,1562.68,2833.449,1,0.999,4.5e-05,4.5e-05,0.998944059497008
0.7,24,5,1853,1562.68,2833.449,0.23,0.1,4.5e-05,1.035e-05,0.949831405475826
0.9,24,5,1853,1562.68,2833.449,0.006,0.001,4.5e-05,2.7e-07,0.872436549166302
0.5,14,0,1856,1564.87,2833.449,0.274,0.25,4.5e-05,1.233e-05,0.95474004388659
0.7,14,0,1856,1564.87,2833.449,0.002,0.001,4.5e-05,9e-08,0.853629416257195
0.9,14,0,1856,1564.87,2833.449,0,0,4.5e-05,0,0
0.5,16,0,1856,1564.87,2833.449,0.515,0.5,4.5e-05,2.3175e-05,0.974280690280398
0.7,16,0,1856,1564.87,2833.449,0.004,0.001,4.5e-05,1.8e-07,0.865360733057404
0.9,16,0,1856,1564.87,2833.449,0,0,4.5e-05,0,0
0.5,18,0,1856,1564.87,2833.449,0.912,0.9,4.5e-05,4.104e-05,0.995211440456406
0.7,18,0,1856,1564.87,2833.449,0.008,0.001,4.5e-05,3.6e-07,0.877567024466953
0.9,18,0,1856,1564.87,2833.449,0,0,4.5e-05,0,0
0.5,20,0,1856,1564.87,2833.449,0.974,0.95,4.5e-05,4.383e-05,0.997865336102082
0.7,20,0,1856,1564.87,2833.449,0.02,0.01,4.5e-05,9e-07,0.894644986271673
0.9,20,0,1856,1564.87,2833.449,0,0,4.5e-05,0,0
0.5,22,0,1856,1564.87,2833.449,1,0.999,4.5e-05,4.5e-05,0.998944059497008
0.7,22,0,1856,1564.87,2833.449,0.071,0.05,4.5e-05,3.195e-06,0.920866692235645
0.9,22,0,1856,1564.87,2833.449,0.002,0.001,4.5e-05,9e-08,0.853629416257195
0.5,24,0,1856,1564.87,2833.449,1,0.999,4.5e-05,4.5e-05,0.998944059497008
0.7,24,0,1856,1564.87,2833.449,0.208,0.1,4.5e-05,9.36e-06,0.947096269419826
0.9,24,0,1856,1564.87,2833.449,0.005,0.001,4.5e-05,2.25e-07,0.869233500713555
0.5,14,100,1813,1507.01,2833.449,1,0.999,5e-05,5e-05,1.00335095462793
0.7,14,100,1813,1507.01,2833.449,0.105,0.1,5e-05,5.25e-06,0.932384217294582
0.9,14,100,1813,1507.01,2833.449,0.003,0.001,5e-05,1.5e-07,0.862232933712421
0.5,16,100,1813,1507.01,2833.449,1,0.999,5e-05,5e-05,1.00335095462793
0.7,16,100,1813,1507.01,2833.449,0.176,0.1,5e-05,8.8e-06,0.945446462440079
0.9,16,100,1813,1507.01,2833.449,0.004,0.001,5e-05,2e-07,0.867183012786498
0.5,18,100,1813,1507.01,2833.449,1,0.999,5e-05,5e-05,1.00335095462793
0.7,18,100,1813,1507.01,2833.449,0.552,0.5,5e-05,2.76e-05,0.980306022032547
0.9,18,100,1813,1507.01,2833.449,0.008,0.001,5e-05,4e-07,0.879470983726175
0.5,20,100,1813,1507.01,2833.449,1,0.999,5e-05,5e-05,1.00335095462793
0.7,20,100,1813,1507.01,2833.449,0.819,0.75,5e-05,4.095e-05,0.995123809494352
0.9,20,100,1813,1507.01,2833.449,0.024,0.01,5e-05,1.2e-06,0.900286910050728
0.5,22,100,1813,1507.01,2833.449,1,0.999,5e-05,5e-05,1.00335095462793
0.7,22,100,1813,1507.01,2833.449,0.967,0.95,5e-05,4.835e-05,1.00193106837736
0.9,22,100,1813,1507.01,2833.449,0.09,0.05,5e-05,4.5e-06,0.928712937141823
0.5,24,100,1813,1507.01,2833.449,1,0.999,5e-05,5e-05,1.00335095462793
0.7,24,100,1813,1507.01,2833.449,1,0.999,5e-05,5e-05,1.00335095462793
0.9,24,100,1813,1507.01,2833.449,0.222,0.1,5e-05,1.11e-05,0.951770081476982
0.5,14,95,1818,1513.37,2833.449,1,0.999,5e-05,5e-05,1.00335095462793
0.7,14,95,1818,1513.37,2833.449,0.045,0.01,5e-05,2.25e-06,0.913216979715833
0.9,14,95,1818,1513.37,2833.449,0.001,0.001,5e-05,5e-08,0.84398983230447
0.5,16,95,1818,1513.37,2833.449,1,0.999,5e-05,5e-05,1.00335095462793
0.7,16,95,1818,1513.37,2833.449,0.127,0.1,5e-05,6.35e-06,0.937049833955924
0.9,16,95,1818,1513.37,2833.449,0.003,0.001,5e-05,1.5e-07,0.862232933712421
0.5,18,95,1818,1513.37,2833.449,1,0.999,5e-05,5e-05,1.00335095462793
0.7,18,95,1818,1513.37,2833.449,0.393,0.25,5e-05,1.965e-05,0.968857057290453
0.9,18,95,1818,1513.37,2833.449,0.007,0.001,5e-05,3.5e-07,0.877060288306395
0.5,20,95,1818,1513.37,2833.449,1,0.999,5e-05,5e-05,1.00335095462793
0.7,20,95,1818,1513.37,2833.449,0.715,0.5,5e-05,3.575e-05,0.989819248371787
0.9,20,95,1818,1513.37,2833.449,0.012,0.01,5e-05,6e-07,0.886935478655574
0.5,22,95,1818,1513.37,2833.449,1,0.999,5e-05,5e-05,1.00335095462793
0.7,22,95,1818,1513.37,2833.449,0.954,0.95,5e-05,4.77e-05,1.00136272104929
0.9,22,95,1818,1513.37,2833.449,0.045,0.01,5e-05,2.25e-06,0.913216979715833
0.5,24,95,1818,1513.37,2833.449,1,0.999,5e-05,5e-05,1.00335095462793
0.7,24,95,1818,1513.37,2833.449,0.992,0.99,5e-05,4.96e-05,1.0030096826239
0.9,24,95,1818,1513.37,2833.449,0.172,0.1,5e-05,8.6e-06,0.944837031532842
0.5,14,90,1822,1516.58,2833.449,1,0.999,5e-05,5e-05,1.00335095462793
0.7,14,90,1822,1516.58,2833.449,0.038,0.01,5e-05,1.9e-06,0.909648432524461
0.9,14,90,1822,1516.58,2833.449,0,0,5e-05,0,0
0.5,16,90,1822,1516.58,2833.449,1,0.999,5e-05,5e-05,1.00335095462793
0.7,16,90,1822,1516.58,2833.449,0.103,0.1,5e-05,5.15e-06,0.931921049414014
0.9,16,90,1822,1516.58,2833.449,0.003,0.001,5e-05,1.5e-07,0.862232933712421
0.5,18,90,1822,1516.58,2833.449,1,0.999,5e-05,5e-05,1.00335095462793
0.7,18,90,1822,1516.58,2833.449,0.306,0.25,5e-05,1.53e-05,0.961073580988259
0.9,18,90,1822,1516.58,2833.449,0.006,0.001,5e-05,3e-07,0.874304322665422
0.5,20,90,1822,1516.58,2833.449,1,0.999,5e-05,5e-05,1.00335095462793
0.7,20,90,1822,1516.58,2833.449,0.642,0.5,5e-05,3.21e-05,0.985768774639305
0.9,20,90,1822,1516.58,2833.449,0.01,0.001,5e-05,5e-07,0.883550912595374
0.5,22,90,1822,1516.58,2833.449,1,0.999,5e-05,5e-05,1.00335095462793
0.7,22,90,1822,1516.58,2833.449,0.919,0.9,5e-05,4.595e-05,0.999806017988415
0.9,22,90,1822,1516.58,2833.449,0.039,0.01,5e-05,1.95e-06,0.910191998567205
0.5,24,90,1822,1516.58,2833.449,1,0.999,5e-05,5e-05,1.00335095462793
0.7,24,90,1822,1516.58,2833.449,0.984,0.95,5e-05,4.92e-05,1.00266654585444
0.9,24,90,1822,1516.58,2833.449,0.147,0.1,5e-05,7.35e-06,0.940747781738951
0.5,14,75,1833,1527.4,2833.449,0.975,0.95,5e-05,4.875e-05,1.00227825540803
0.7,14,75,1833,1527.4,2833.449,0.016,0.01,5e-05,8e-07,0.892377859743762
0.9,14,75,1833,1527.4,2833.449,0,0,5e-05,0,0
0.5,16,75,1833,1527.4,2833.449,0.995,0.99,5e-05,4.975e-05,1.00313787676611
0.7,16,75,1833,1527.4,2833.449,0.035,0.01,5e-05,1.75e-06,0.907938265062061
0.9,16,75,1833,1527.4,2833.449,0,0,5e-05,0,0
0.5,18,75,1833,1527.4,2833.449,1,0.999,5e-05,5e-05,1.00335095462793
0.7,18,75,1833,1527.4,2833.449,0.177,0.1,5e-05,8.85e-06,0.945597097663813
0.9,18,75,1833,1527.4,2833.449,0.004,0.001,5e-05,2e-07,0.867183012786498
0.5,20,75,1833,1527.4,2833.449,1,0.999,5e-05,5e-05,1.00335095462793
0.7,20,75,1833,1527.4,2833.449,0.375,0.25,5e-05,1.875e-05,0.967359773253361
0.9,20,75,1833,1527.4,2833.449,0.007,0.001,5e-05,3.5e-07,0.877060288306395
0.5,22,75,1833,1527.4,2833.449,1,0.999,5e-05,5e-05,1.00335095462793
0.7,22,75,1833,1527.4,2833.449,0.746,0.5,5e-05,3.73e-05,0.991452946511429
0.9,22,75,1833,1527.4,2833.449,0.018,0.01,5e-05,9e-07,0.89464498627167
0.5,24,75,1833,1527.4,2833.449,1,0.999,5e-05,5e-05,1.00335095462793
0.7,24,75,1833,1527.4,2833.449,0.961,0.95,5e-05,4.805e-05,1.00166940088216
0.9,24,75,1833,1527.4,2833.449,0.047,0.01,5e-05,2.35e-06,0.914146764100917
0.5,14,50,1843,1535.89,2833.449,0.956,0.95,5e-05,4.78e-05,1.00145049884182
0.7,14,50,1843,1535.89,2833.449,0.009,0.001,5e-05,4.5e-07,0.881616250885374
0.9,14,50,1843,1535.89,2833.449,0,0,5e-05,0,0
0.5,16,50,1843,1535.89,2833.449,0.974,0.95,5e-05,4.87e-05,1.00223496264636
0.7,16,50,1843,1535.89,2833.449,0.017,0.01,5e-05,8.5e-07,0.893541825003423
0.9,16,50,1843,1535.89,2833.449,0,0,5e-05,0,0
0.5,18,50,1843,1535.89,2833.449,1,0.999,5e-05,5e-05,1.00335095462793
0.7,18,50,1843,1535.89,2833.449,0.107,0.1,5e-05,5.35e-06,0.932840117609681
0.9,18,50,1843,1535.89,2833.449,0.003,0.001,5e-05,1.5e-07,0.862232933712421
0.5,20,50,1843,1535.89,2833.449,1,0.999,5e-05,5e-05,1.00335095462793
0.7,20,50,1843,1535.89,2833.449,0.215,0.1,5e-05,1.075e-05,0.95087850112656
0.9,20,50,1843,1535.89,2833.449,0.005,0.001,5e-05,2.5e-07,0.871080085856973
0.5,22,50,1843,1535.89,2833.449,1,0.999,5e-05,5e-05,1.00335095462793
0.7,22,50,1843,1535.89,2833.449,0.544,0.5,5e-05,2.72e-05,0.979790888523544
0.9,22,50,1843,1535.89,2833.449,0.009,0.001,5e-05,4.5e-07,0.881616250885374
0.5,24,50,1843,1535.89,2833.449,1,0.999,5e-05,5e-05,1.00335095462793
0.7,24,50,1843,1535.89,2833.449,0.874,0.75,5e-05,4.37e-05,0.997744274671032
0.9,24,50,1843,1535.89,2833.449,0.029,0.01,5e-05,1.45e-06,0.904086340664182
0.5,14,25,1848,1544.17,2833.449,0.832,0.75,5e-05,4.16e-05,0.995753772643673
0.7,14,25,1848,1544.17,2833.449,0.007,0.001,5e-05,3.5e-07,0.877060288306395
0.9,14,25,1848,1544.17,2833.449,0,0,5e-05,0,0
0.5,16,25,1848,1544.17,2833.449,0.955,0.95,5e-05,4.775e-05,1.00140662549986
0.7,16,25,1848,1544.17,2833.449,0.009,0.001,5e-05,4.5e-07,0.881616250885374
0.9,16,25,1848,1544.17,2833.449,0,0,5e-05,0,0
0.5,18,25,1848,1544.17,2833.449,1,0.999,5e-05,5e-05,1.00335095462793
0.7,18,25,1848,1544.17,2833.449,0.04,0.01,5e-05,2e-06,0.910723404964796
0.9,18,25,1848,1544.17,2833.449,0,0,5e-05,0,0
0.5,20,25,1848,1544.17,2833.449,1,0.999,5e-05,5e-05,1.00335095462793
0.7,20,25,1848,1544.17,2833.449,0.142,0.1,5e-05,7.1e-06,0.939863536897933
0.9,20,25,1848,1544.17,2833.449,0.004,0.001,5e-05,2e-07,0.867183012786498
0.5,22,25,1848,1544.17,2833.449,1,0.999,5e-05,5e-05,1.00335095462793
0.7,22,25,1848,1544.17,2833.449,0.319,0.25,5e-05,1.595e-05,0.962333402447576
0.9,22,25,1848,1544.17,2833.449,0.007,0.001,5e-05,3.5e-07,0.877060288306395
0.5,24,25,1848,1544.17,2833.449,1,0.999,5e-05,5e-05,1.00335095462793
0.7,24,25,1848,1544.17,2833.449,0.73,0.5,5e-05,3.65e-05,0.990615712985966
0.9,24,25,1848,1544.17,2833.449,0.011,0.01,5e-05,5.5e-07,0.885314270598089
0.5,14,10,1850,1555.04,2833.449,0.587,0.5,5e-05,2.935e-05,0.982499793607469
0.7,14,10,1850,1555.04,2833.449,0.004,0.001,5e-05,2e-07,0.867183012786498
0.9,14,10,1850,1555.04,2833.449,0,0,5e-05,0,0
0.5,16,10,1850,1555.04,2833.449,0.774,0.75,5e-05,3.87e-05,0.992888880266926
0.7,16,10,1850,1555.04,2833.449,0.006,0.001,5e-05,3e-07,0.874304322665422
0.9,16,10,1850,1555.04,2833.449,0,0,5e-05,0,0
0.5,18,10,1850,1555.04,2833.449,0.972,0.95,5e-05,4.86e-05,1.00214828686155
0.7,18,10,1850,1555.04,2833.449,0.014,0.01,5e-05,7e-07,0.889835500710607
0.9,18,10,1850,1555.04,2833.449,0,0,5e-05,0,0
0.5,20,10,1850,1555.04,2833.449,1,0.999,5e-05,5e-05,1.00335095462793
0.7,20,10,1850,1555.04,2833.449,0.044,0.01,5e-05,2.2e-06,0.912738439428204
0.9,20,10,1850,1555.04,2833.449,0.001,0.001,5e-05,5e-08,0.84398983230447
0.5,22,10,1850,1555.04,2833.449,1,0.999,5e-05,5e-05,1.00335095462793
0.7,22,10,1850,1555.04,2833.449,0.171,0.1,5e-05,8.55e-06,0.944682913498251
0.9,22,10,1850,1555.04,2833.449,0.005,0.001,5e-05,2.5e-07,0.871080085856973
0.5,24,10,1850,1555.04,2833.449,1,0.999,5e-05,5e-05,1.00335095462793
0.7,24,10,1850,1555.04,2833.449,0.433,0.25,5e-05,2.165e-05,0.972013299497591
0.9,24,10,1850,1555.04,2833.449,0.007,0.001,5e-05,3.5e-07,0.877060288306395
0.5,14,5,1853,1562.68,2833.449,0.349,0.25,5e-05,1.745e-05,0.965100721918922
0.7,14,5,1853,1562.68,2833.449,0.003,0.001,5e-05,1.5e-07,0.862232933712421
0.9,14,5,1853,1562.68,2833.449,0,0,5e-05,0,0
0.5,16,5,1853,1562.68,2833.449,0.575,0.5,5e-05,2.875e-05,0.98175827671456
0.7,16,5,1853,1562.68,2833.449,0.005,0.001,5e-05,2.5e-07,0.871080085856973
0.9,16,5,1853,1562.68,2833.449,0,0,5e-05,0,0
0.5,18,5,1853,1562.68,2833.449,0.953,0.95,5e-05,4.765e-05,1.00131878543381
0.7,18,5,1853,1562.68,2833.449,0.009,0.001,5e-05,4.5e-07,0.881616250885374
0.9,18,5,1853,1562.68,2833.449,0,0,5e-05,0,0
0.5,20,5,1853,1562.68,2833.449,0.98,0.95,5e-05,4.9e-05,1.0024942700292
0.7,20,5,1853,1562.68,2833.449,0.026,0.01,5e-05,1.3e-06,0.9018849413766
0.9,20,5,1853,1562.68,2833.449,0,0,5e-05,0,0
0.5,22,5,1853,1562.68,2833.449,1,0.999,5e-05,5e-05,1.00335095462793
0.7,22,5,1853,1562.68,2833.449,0.1,0.05,5e-05,5e-06,0.931212072640627
0.9,22,5,1853,1562.68,2833.449,0.003,0.001,5e-05,1.5e-07,0.862232933712421
0.5,24,5,1853,1562.68,2833.449,1,0.999,5e-05,5e-05,1.00335095462793
0.7,24,5,1853,1562.68,2833.449,0.23,0.1,5e-05,1.15e-05,0.952762679937668
0.9,24,5,1853,1562.68,2833.449,0.006,0.001,5e-05,3e-07,0.874304322665422
0.5,14,0,1856,1564.87,2833.449,0.274,0.25,5e-05,1.37e-05,0.957791060749377
0.7,14,0,1856,1564.87,2833.449,0.002,0.001,5e-05,1e-07,0.855385681462257
0.9,14,0,1856,1564.87,2833.449,0,0,5e-05,0,0
0.5,16,0,1856,1564.87,2833.449,0.515,0.5,5e-05,2.575e-05,0.977877294738554
0.7,16,0,1856,1564.87,2833.449,0.004,0.001,5e-05,2e-07,0.867183012786498
0.9,16,0,1856,1564.87,2833.449,0,0,5e-05,0,0
0.5,18,0,1856,1564.87,2833.449,0.912,0.9,5e-05,4.56e-05,0.999489873847305
0.7,18,0,1856,1564.87,2833.449,0.008,0.001,5e-05,4e-07,0.879470983726175
0.9,18,0,1856,1564.87,2833.449,0,0,5e-05,0,0
0.5,20,0,1856,1564.87,2833.449,0.974,0.95,5e-05,4.87e-05,1.00223496264636
0.7,20,0,1856,1564.87,2833.449,0.02,0.01,5e-05,1e-06,0.896693524473098
0.9,20,0,1856,1564.87,2833.449,0,0,5e-05,0,0
0.5,22,0,1856,1564.87,2833.449,1,0.999,5e-05,5e-05,1.00335095462793
0.7,22,0,1856,1564.87,2833.449,0.071,0.05,5e-05,3.55e-06,0.923237887186773
0.9,22,0,1856,1564.87,2833.449,0.002,0.001,5e-05,1e-07,0.855385681462257
0.5,24,0,1856,1564.87,2833.449,1,0.999,5e-05,5e-05,1.00335095462793
0.7,24,0,1856,1564.87,2833.449,0.208,0.1,5e-05,1.04e-05,0.949964002946439
0.9,24,0,1856,1564.87,2833.449,0.005,0.001,5e-05,2.5e-07,0.871080085856973
0.5,14,100,1813,1507.01,2833.449,1,0.999,5.5e-05,5.5e-05,1.00746931939612
0.7,14,100,1813,1507.01,2833.449,0.105,0.1,5.5e-05,5.775e-06,0.934702334314446
0.9,14,100,1813,1507.01,2833.449,0.003,0.001,5.5e-05,1.65e-07,0.86386405213516
0.5,16,100,1813,1507.01,2833.449,1,0.999,5.5e-05,5.5e-05,1.00746931939612
0.7,16,100,1813,1507.01,2833.449,0.176,0.1,5.5e-05,9.68e-06,0.948004254524302
0.9,16,100,1813,1507.01,2833.449,0.004,0.001,5.5e-05,2.2e-07,0.86884115920681
0.5,18,100,1813,1507.01,2833.449,1,0.999,5.5e-05,5.5e-05,1.00746931939612
0.7,18,100,1813,1507.01,2833.449,0.552,0.5,5.5e-05,3.036e-05,0.983724344762607
0.9,18,100,1813,1507.01,2833.449,0.008,0.001,5.5e-05,4.4e-07,0.881205532518689
0.5,20,100,1813,1507.01,2833.449,1,0.999,5.5e-05,5.5e-05,1.00746931939612
0.7,20,100,1813,1507.01,2833.449,0.819,0.75,5.5e-05,4.5045e-05,0.998985166348314
0.9,20,100,1813,1507.01,2833.449,0.024,0.01,5.5e-05,1.32e-06,0.902191228837234
0.5,22,100,1813,1507.01,2833.449,1,0.999,5.5e-05,5.5e-05,1.00746931939612
0.7,22,100,1813,1507.01,2833.449,0.967,0.95,5.5e-05,5.3185e-05,1.00600471219074
0.9,22,100,1813,1507.01,2833.449,0.09,0.05,5.5e-05,4.95e-06,0.930971808988508
0.5,24,100,1813,1507.01,2833.449,1,0.999,5.5e-05,5.5e-05,1.00746931939612
0.7,24,100,1813,1507.01,2833.449,1,0.999,5.5e-05,5.5e-05,1.00746931939612
0.9,24,100,1813,1507.01,2833.449,0.222,0.1,5.5e-05,1.221e-05,0.954460631237669
0.5,14,95,1818,1513.37,2833.449,1,0.999,5.5e-05,5.5e-05,1.00746931939612
0.7,14,95,1818,1513.37,2833.449,0.045,0.01,5.5e-05,2.475e-06,0.915261552291363
0.9,14,95,1818,1513.37,2833.449,0.001,0.001,5.5e-05,5.5e-08,0.845535542510322
0.5,16,95,1818,1513.37,2833.449,1,0.999,5.5e-05,5.5e-05,1.00746931939612
0.7,16,95,1818,1513.37,2833.449,0.127,0.1,5.5e-05,6.985e-06,0.939448294789146
0.9,16,95,1818,1513.37,2833.449,0.003,0.001,5.5e-05,1.65e-07,0.86386405213516
0.5,18,95,1818,1513.37,2833.449,1,0.999,5.5e-05,5.5e-05,1.00746931939612
0.7,18,95,1818,1513.37,2833.449,0.393,0.25,5.5e-05,2.1615e-05,0.971959925364047
0.9,18,95,1818,1513.37,2833.449,0.007,0.001,5.5e-05,3.85e-07,0.878778679951122
0.5,20,95,1818,1513.37,2833.449,1,0.999,5.5e-05,5.5e-05,1.00746931939612
0.7,20,95,1818,1513.37,2833.449,0.715,0.5,5.5e-05,3.9325e-05,0.993518427174684
0.9,20,95,1818,1513.37,2833.449,0.012,0.01,5.5e-05,6.6e-07,0.888724236149023
0.5,22,95,1818,1513.37,2833.449,1,0.999,5.5e-05,5.5e-05,1.00746931939612
0.7,22,95,1818,1513.37,2833.449,0.954,0.95,5.5e-05,5.247e-05,1.00541850023059
0.9,22,95,1818,1513.37,2833.449,0.045,0.01,5.5e-05,2.475e-06,0.915261552291363
0.5,24,95,1818,1513.37,2833.449,1,0.999,5.5e-05,5.5e-05,1.00746931939612
0.7,24,95,1818,1513.37,2833.449,0.992,0.99,5.5e-05,5.456e-05,1.00711728742619
0.9,24,95,1818,1513.37,2833.449,0.172,0.1,5.5e-05,9.46e-06,0.94738261076981
0.5,14,90,1822,1516.58,2833.449,1,0.999,5.5e-05,5.5e-05,1.00746931939612
0.7,14,90,1822,1516.58,2833.449,0.038,0.01,5.5e-05,2.09e-06,0.911651119117546
0.9,14,90,1822,1516.58,2833.449,0,0,5.5e-05,0,0
0.5,16,90,1822,1516.58,2833.449,1,0.999,5.5e-05,5.5e-05,1.00746931939612
0.7,16,90,1822,1516.58,2833.449,0.103,0.1,5.5e-05,5.665e-06,0.934231501593213
0.9,16,90,1822,1516.58,2833.449,0.003,0.001,5.5e-05,1.65e-07,0.86386405213516
0.5,18,90,1822,1516.58,2833.449,1,0.999,5.5e-05,5.5e-05,1.00746931939612
0.7,18,90,1822,1516.58,2833.449,0.306,0.25,5.5e-05,1.683e-05,0.96397923075874
0.9,18,90,1822,1516.58,2833.449,0.006,0.001,5.5e-05,3.3e-07,0.876004978745041
0.5,20,90,1822,1516.58,2833.449,1,0.999,5.5e-05,5.5e-05,1.00746931939612
0.7,20,90,1822,1516.58,2833.449,0.642,0.5,5.5e-05,3.531e-05,0.989346612061597
0.9,20,90,1822,1516.58,2833.449,0.01,0.001,5.5e-05,5.5e-07,0.885314270598089
0.5,22,90,1822,1516.58,2833.449,1,0.999,5.5e-05,5.5e-05,1.00746931939612
0.7,22,90,1822,1516.58,2833.449,0.919,0.9,5.5e-05,5.0545e-05,1.00381298253036
0.9,22,90,1822,1516.58,2833.449,0.039,0.01,5.5e-05,2.145e-06,0.912200900331276
0.5,24,90,1822,1516.58,2833.449,1,0.999,5.5e-05,5.5e-05,1.00746931939612
0.7,24,90,1822,1516.58,2833.449,0.984,0.95,5.5e-05,5.412e-05,1.00676333889087
0.9,24,90,1822,1516.58,2833.449,0.147,0.1,5.5e-05,8.085e-06,0.94321404867261
0.5,14,75,1833,1527.4,2833.449,0.975,0.95,5.5e-05,5.3625e-05,1.00636282268546
0.7,14,75,1833,1527.4,2833.449,0.016,0.01,5.5e-05,8.8e-07,0.894210584618382
0.9,14,75,1833,1527.4,2833.449,0,0,5.5e-05,0,0
0.5,16,75,1833,1527.4,2833.449,0.995,0.99,5.5e-05,5.4725e-05,1.00724952260008
0.7,16,75,1833,1527.4,2833.449,0.035,0.01,5.5e-05,1.925e-06,0.909921773470542
0.9,16,75,1833,1527.4,2833.449,0,0,5.5e-05,0,0
0.5,18,75,1833,1527.4,2833.449,1,0.999,5.5e-05,5.5e-05,1.00746931939612
0.7,18,75,1833,1527.4,2833.449,0.177,0.1,5.5e-05,9.735e-06,0.948157924190602
0.9,18,75,1833,1527.4,2833.449,0.004,0.001,5.5e-05,2.2e-07,0.86884115920681
0.5,20,75,1833,1527.4,2833.449,1,0.999,5.5e-05,5.5e-05,1.00746931939612
0.7,20,75,1833,1527.4,2833.449,0.375,0.25,5.5e-05,2.0625e-05,0.97042354389663
0.9,20,75,1833,1527.4,2833.449,0.007,0.001,5.5e-05,3.85e-07,0.878778679951122
