"U_mps","temp_C","Exc_value","Pool_stage_ft","Lake_Sak_Upper_RM","spawn_rkm","p_retained","p_conserv","phi0_MR","phi0","lambda"
0.7,14,5,1853,1562.68,2833.449,0.003,0.001,3.5e-05,1.05e-07,0.856202080373136
0.9,14,5,1853,1562.68,2833.449,0,0,3.5e-05,0,0
0.5,16,5,1853,1562.68,2833.449,0.575,0.5,3.5e-05,2.0125e-05,0.969627132665111
0.7,16,5,1853,1562.68,2833.449,0.005,0.001,3.5e-05,1.75e-07,0.864875361502861
0.9,16,5,1853,1562.68,2833.449,0,0,3.5e-05,0,0
0.5,18,5,1853,1562.68,2833.449,0.953,0.95,3.5e-05,3.3355e-05,0.98719590025779
0.7,18,5,1853,1562.68,2833.449,0.009,0.001,3.5e-05,3.15e-07,0.875173570174028
0.9,18,5,1853,1562.68,2833.449,0,0,3.5e-05,0,0
0.5,20,5,1853,1562.68,2833.449,0.98,0.95,3.5e-05,3.43e-05,0.988246095489221
0.7,20,5,1853,1562.68,2833.449,0.026,0.01,3.5e-05,9.1e-07,0.894858903604664
0.9,20,5,1853,1562.68,2833.449,0,0,3.5e-05,0,0
0.5,22,5,1853,1562.68,2833.449,1,0.999,3.5e-05,3.5e-05,0.989011170706065
0.7,22,5,1853,1562.68,2833.449,0.1,0.05,3.5e-05,3.5e-06,0.922916547104954
0.9,22,5,1853,1562.68,2833.449,0.003,0.001,3.5e-05,1.05e-07,0.856202080373136
0.5,24,5,1853,1562.68,2833.449,1,0.999,3.5e-05,3.5e-05,0.989011170706065
0.7,24,5,1853,1562.68,2833.449,0.23,0.1,3.5e-05,8.05e-06,0.943100779284422
0.9,24,5,1853,1562.68,2833.449,0.006,0.001,3.5e-05,2.1e-07,0.868030664504864
0.5,14,0,1856,1564.87,2833.449,0.274,0.25,3.5e-05,9.59e-06,0.947751305461828
0.7,14,0,1856,1564.87,2833.449,0.002,0.001,3.5e-05,7e-08,0.84947602745794
0.9,14,0,1856,1564.87,2833.449,0,0,3.5e-05,0,0
0.5,16,0,1856,1564.87,2833.449,0.515,0.5,3.5e-05,1.8025e-05,0.966114726434092
0.7,16,0,1856,1564.87,2833.449,0.004,0.001,3.5e-05,1.4e-07,0.861057493072732
0.9,16,0,1856,1564.87,2833.449,0,0,3.5e-05,0,0
0.5,18,0,1856,1564.87,2833.449,0.912,0.9,3.5e-05,3.192e-05,0.985560921476833
0.7,18,0,1856,1564.87,2833.449,0.008,0.001,3.5e-05,2.8e-07,0.873079831761138
0.9,18,0,1856,1564.87,2833.449,0,0,3.5e-05,0,0
0.5,20,0,1856,1564.87,2833.449,0.974,0.95,3.5e-05,3.409e-05,0.98801446803137
0.7,20,0,1856,1564.87,2833.449,0.02,0.01,3.5e-05,7e-07,0.889835500710607
0.9,20,0,1856,1564.87,2833.449,0,0,3.5e-05,0,0
0.5,22,0,1856,1564.87,2833.449,1,0.999,3.5e-05,3.5e-05,0.989011170706065
0.7,22,0,1856,1564.87,2833.449,0.071,0.05,3.5e-05,2.485e-06,0.915348598342948
0.9,22,0,1856,1564.87,2833.449,0.002,0.001,3.5e-05,7e-08,0.84947602745794
0.5,24,0,1856,1564.87,2833.449,1,0.999,3.5e-05,3.5e-05,0.989011170706065
0.7,24,0,1856,1564.87,2833.449,0.208,0.1,3.5e-05,7.28e-06,0.940502675931974
0.9,24,0,1856,1564.87,2833.449,0.005,0.001,3.5e-05,1.75e-07,0.864875361502861
0.5,14,100,1813,1507.01,2833.449,1,0.999,4e-05,4e-05,0.994190687208188
0.7,14,100,1813,1507.01,2833.449,0.105,0.1,4e-05,4.2e-06,0.927099257046301
0.9,14,100,1813,1507.01,2833.449,0.003,0.001,4e-05,1.2e-07,0.858446774076073
0.5,16,100,1813,1507.01,2833.449,1,0.999,4e-05,4e-05,0.994190687208188
0.7,16,100,1813,1507.01,2833.449,0.176,0.1,4e-05,7.04e-06,0.939647574774179
0.9,16,100,1813,1507.01,2833.449,0.004,0.001,4e-05,1.6e-07,0.863336493732091
0.5,18,100,1813,1507.01,2833.449,1,0.999,4e-05,4e-05,0.994190687208188
0.7,18,100,1813,1507.01,2833.449,0.552,0.5,4e-05,2.208e-05,0.972663999887237
0.9,18,100,1813,1507.01,2833.449,0.008,0.001,4e-05,3.2e-07,0.87545473884614
0.5,20,100,1813,1507.01,2833.449,1,0.999,4e-05,4e-05,0.994190687208188
0.7,20,100,1813,1507.01,2833.449,0.819,0.75,4e-05,3.276e-05,0.986524034396505
0.9,20,100,1813,1507.01,2833.449,0.024,0.01,4e-05,9.6e-07,0.895897458329807
0.5,22,100,1813,1507.01,2833.449,1,0.999,4e-05,4e-05,0.994190687208188
0.7,22,100,1813,1507.01,2833.449,0.967,0.95,4e-05,3.868e-05,0.992868620059104
0.9,22,100,1813,1507.01,2833.449,0.09,0.05,4e-05,3.6e-06,0.923555388129681
0.5,24,100,1813,1507.01,2833.449,1,0.999,4e-05,4e-05,0.994190687208188
0.7,24,100,1813,1507.01,2833.449,1,0.999,4e-05,4e-05,0.994190687208188
0.9,24,100,1813,1507.01,2833.449,0.222,0.1,4e-05,8.88e-06,0.945687154668026
0.5,14,95,1818,1513.37,2833.449,1,0.999,4e-05,4e-05,0.994190687208188
0.7,14,95,1818,1513.37,2833.449,0.045,0.01,4e-05,1.8e-06,0.908522269499634
0.9,14,95,1818,1513.37,2833.449,0.001,0.001,4e-05,4e-08,0.840395616937855
0.5,16,95,1818,1513.37,2833.449,1,0.999,4e-05,4e-05,0.994190687208188
0.7,16,95,1818,1513.37,2833.449,0.127,0.1,4e-05,5.08e-06,0.931592362918172
0.9,16,95,1818,1513.37,2833.449,0.003,0.001,4e-05,1.2e-07,0.858446774076073
0.5,18,95,1818,1513.37,2833.449,1,0.999,4e-05,4e-05,0.994190687208188
0.7,18,95,1818,1513.37,2833.449,0.393,0.25,4e-05,1.572e-05,0.961892094492685
0.9,18,95,1818,1513.37,2833.449,0.007,0.001,4e-05,2.8e-07,0.873079831761138
0.5,20,95,1818,1513.37,2833.449,1,0.999,4e-05,4e-05,0.994190687208188
0.7,20,95,1818,1513.37,2833.449,0.715,0.5,4e-05,2.86e-05,0.981571200174355
0.9,20,95,1818,1513.37,2833.449,0.012,0.01,4e-05,4.8e-07,0.88279953316804
0.5,22,95,1818,1513.37,2833.449,1,0.999,4e-05,4e-05,0.994190687208188
0.7,22,95,1818,1513.37,2833.449,0.954,0.95,4e-05,3.816e-05,0.992339313362742
0.9,22,95,1818,1513.37,2833.449,0.045,0.01,4e-05,1.8e-06,0.908522269499634
0.5,24,95,1818,1513.37,2833.449,1,0.999,4e-05,4e-05,0.994190687208188
0.7,24,95,1818,1513.37,2833.449,0.992,0.99,4e-05,3.968e-05,0.993872962238936
0.9,24,95,1818,1513.37,2833.449,0.172,0.1,4e-05,6.88e-06,0.939064288996966
0.5,14,90,1822,1516.58,2833.449,1,0.999,4e-05,4e-05,0.994190687208188
0.7,14,90,1822,1516.58,2833.449,0.038,0.01,4e-05,1.52e-06,0.905044651949126
0.9,14,90,1822,1516.58,2833.449,0,0,4e-05,0,0
0.5,16,90,1822,1516.58,2833.449,1,0.999,4e-05,4e-05,0.994190687208188
0.7,16,90,1822,1516.58,2833.449,0.103,0.1,4e-05,4.12e-06,0.926652562499087
0.9,16,90,1822,1516.58,2833.449,0.003,0.001,4e-05,1.2e-07,0.858446774076073
0.5,18,90,1822,1516.58,2833.449,1,0.999,4e-05,4e-05,0.994190687208188
0.7,18,90,1822,1516.58,2833.449,0.306,0.25,4e-05,1.224e-05,0.954530681694711
0.9,18,90,1822,1516.58,2833.449,0.006,0.001,4e-05,2.4e-07,0.870363213221618
0.5,20,90,1822,1516.58,2833.449,1,0.999,4e-05,4e-05,0.994190687208188
0.7,20,90,1822,1516.58,2833.449,0.642,0.5,4e-05,2.568e-05,0.977782998904301
0.9,20,90,1822,1516.58,2833.449,0.01,0.001,4e-05,4e-07,0.879470983726175
0.5,22,90,1822,1516.58,2833.449,1,0.999,4e-05,4e-05,0.994190687208188
0.7,22,90,1822,1516.58,2833.449,0.919,0.9,4e-05,3.676e-05,0.990889187174551
0.9,22,90,1822,1516.58,2833.449,0.039,0.01,4e-05,1.56e-06,0.905574713978965
0.5,24,90,1822,1516.58,2833.449,1,0.999,4e-05,4e-05,0.994190687208188
0.7,24,90,1822,1516.58,2833.449,0.984,0.95,4e-05,3.936e-05,0.993553478482909
0.9,24,90,1822,1516.58,2833.449,0.147,0.1,4e-05,5.88e-06,0.935144920759902
0.5,14,75,1833,1527.4,2833.449,0.975,0.95,4e-05,3.9e-05,0.993191925580891
0.7,14,75,1833,1527.4,2833.449,0.016,0.01,4e-05,6.4e-07,0.888145215134703
0.9,14,75,1833,1527.4,2833.449,0,0,4e-05,0,0
0.5,16,75,1833,1527.4,2833.449,0.995,0.99,4e-05,3.98e-05,0.993992313876081
0.7,16,75,1833,1527.4,2833.449,0.035,0.01,4e-05,1.4e-06,0.903376180578526
0.9,16,75,1833,1527.4,2833.449,0,0,4e-05,0,0
0.5,18,75,1833,1527.4,2833.449,1,0.999,4e-05,4e-05,0.994190687208188
0.7,18,75,1833,1527.4,2833.449,0.177,0.1,4e-05,7.08e-06,0.9397917143972
0.9,18,75,1833,1527.4,2833.449,0.004,0.001,4e-05,1.6e-07,0.863336493732091
0.5,20,75,1833,1527.4,2833.449,1,0.999,4e-05,4e-05,0.994190687208188
0.7,20,75,1833,1527.4,2833.449,0.375,0.25,4e-05,1.5e-05,0.960478534709453
0.9,20,75,1833,1527.4,2833.449,0.007,0.001,4e-05,2.8e-07,0.873079831761138
0.5,22,75,1833,1527.4,2833.449,1,0.999,4e-05,4e-05,0.994190687208188
0.7,22,75,1833,1527.4,2833.449,0.746,0.5,4e-05,2.984e-05,0.983097510181469
0.9,22,75,1833,1527.4,2833.449,0.018,0.01,4e-05,7.2e-07,0.890369463941414
0.5,24,75,1833,1527.4,2833.449,1,0.999,4e-05,4e-05,0.994190687208188
0.7,24,75,1833,1527.4,2833.449,0.961,0.95,4e-05,3.844e-05,0.992624935244675
0.9,24,75,1833,1527.4,2833.449,0.047,0.01,4e-05,1.88e-06,0.909427462948697
0.5,14,50,1843,1535.89,2833.449,0.956,0.95,4e-05,3.824e-05,0.992421065971683
0.7,14,50,1843,1535.89,2833.449,0.009,0.001,4e-05,3.6e-07,0.877567024466954
0.9,14,50,1843,1535.89,2833.449,0,0,4e-05,0,0
0.5,16,50,1843,1535.89,2833.449,0.974,0.95,4e-05,3.896e-05,0.993151612075788
0.7,16,50,1843,1535.89,2833.449,0.017,0.01,4e-05,6.8e-07,0.889287365615551
0.9,16,50,1843,1535.89,2833.449,0,0,4e-05,0,0
0.5,18,50,1843,1535.89,2833.449,1,0.999,4e-05,4e-05,0.994190687208188
0.7,18,50,1843,1535.89,2833.449,0.107,0.1,4e-05,4.28e-06,0.927538828660736
0.9,18,50,1843,1535.89,2833.449,0.003,0.001,4e-05,1.2e-07,0.858446774076073
0.5,20,50,1843,1535.89,2833.449,1,0.999,4e-05,4e-05,0.994190687208188
0.7,20,50,1843,1535.89,2833.449,0.215,0.1,4e-05,8.6e-06,0.944837031532843
0.9,20,50,1843,1535.89,2833.449,0.005,0.001,4e-05,2e-07,0.867183012786498
0.5,22,50,1843,1535.89,2833.449,1,0.999,4e-05,4e-05,0.994190687208188
0.7,22,50,1843,1535.89,2833.449,0.544,0.5,4e-05,2.176e-05,0.972180641213298
0.9,22,50,1843,1535.89,2833.449,0.009,0.001,4e-05,3.6e-07,0.877567024466954
0.5,24,50,1843,1535.89,2833.449,1,0.999,4e-05,4e-05,0.994190687208188
0.7,24,50,1843,1535.89,2833.449,0.874,0.75,4e-05,3.496e-05,0.988967738607998
0.9,24,50,1843,1535.89,2833.449,0.029,0.01,4e-05,1.16e-06,0.899613920282549
0.5,14,25,1848,1544.17,2833.449,0.832,0.75,4e-05,3.328e-05,0.987111672013837
0.7,14,25,1848,1544.17,2833.449,0.007,0.001,4e-05,2.8e-07,0.873079831761138
0.9,14,25,1848,1544.17,2833.449,0,0,4e-05,0,0
0.5,16,25,1848,1544.17,2833.449,0.955,0.95,4e-05,3.82e-05,0.992380204356829
0.7,16,25,1848,1544.17,2833.449,0.009,0.001,4e-05,3.6e-07,0.877567024466954
0.9,16,25,1848,1544.17,2833.449,0,0,4e-05,0,0
0.5,18,25,1848,1544.17,2833.449,1,0.999,4e-05,4e-05,0.994190687208188
0.7,18,25,1848,1544.17,2833.449,0.04,0.01,4e-05,1.6e-06,0.906092799604231
0.9,18,25,1848,1544.17,2833.449,0,0,4e-05,0,0
0.5,20,25,1848,1544.17,2833.449,1,0.999,4e-05,4e-05,0.994190687208188
0.7,20,25,1848,1544.17,2833.449,0.142,0.1,4e-05,5.68e-06,0.934296147730222
0.9,20,25,1848,1544.17,2833.449,0.004,0.001,4e-05,1.6e-07,0.863336493732091
0.5,22,25,1848,1544.17,2833.449,1,0.999,4e-05,4e-05,0.994190687208188
0.7,22,25,1848,1544.17,2833.449,0.319,0.25,4e-05,1.276e-05,0.955724435208626
0.9,22,25,1848,1544.17,2833.449,0.007,0.001,4e-05,2.8e-07,0.873079831761138
0.5,24,25,1848,1544.17,2833.449,1,0.999,4e-05,4e-05,0.994190687208188
0.7,24,25,1848,1544.17,2833.449,0.73,0.5,4e-05,2.92e-05,0.982315420193385
0.9,24,25,1848,1544.17,2833.449,0.011,0.01,4e-05,4.4e-07,0.881205532518689
0.5,14,10,1850,1555.04,2833.449,0.587,0.5,4e-05,2.348e-05,0.974721186204044
0.7,14,10,1850,1555.04,2833.449,0.004,0.001,4e-05,1.6e-07,0.863336493732091
0.9,14,10,1850,1555.04,2833.449,0,0,4e-05,0,0
0.5,16,10,1850,1555.04,2833.449,0.774,0.75,4e-05,3.096e-05,0.984438349315071
0.7,16,10,1850,1555.04,2833.449,0.006,0.001,4e-05,2.4e-07,0.870363213221618
0.9,16,10,1850,1555.04,2833.449,0,0,4e-05,0,0
0.5,18,10,1850,1555.04,2833.449,0.972,0.95,4e-05,3.888e-05,0.993070899878765
0.7,18,10,1850,1555.04,2833.449,0.014,0.01,4e-05,5.6e-07,0.885649088630069
0.9,18,10,1850,1555.04,2833.449,0,0,4e-05,0,0
0.5,20,10,1850,1555.04,2833.449,1,0.999,4e-05,4e-05,0.994190687208188
0.7,20,10,1850,1555.04,2833.449,0.044,0.01,4e-05,1.76e-06,0.908056238510381
0.9,20,10,1850,1555.04,2833.449,0.001,0.001,4e-05,4e-08,0.840395616937855
0.5,22,10,1850,1555.04,2833.449,1,0.999,4e-05,4e-05,0.994190687208188
0.7,22,10,1850,1555.04,2833.449,0.171,0.1,4e-05,6.84e-06,0.938916748646687
0.9,22,10,1850,1555.04,2833.449,0.005,0.001,4e-05,2e-07,0.867183012786498
0.5,24,10,1850,1555.04,2833.449,1,0.999,4e-05,4e-05,0.994190687208188
0.7,24,10,1850,1555.04,2833.449,0.433,0.25,4e-05,1.732e-05,0.964868049598442
0.9,24,10,1850,1555.04,2833.449,0.007,0.001,4e-05,2.8e-07,0.873079831761138
0.5,14,5,1853,1562.68,2833.449,0.349,0.25,4e-05,1.396e-05,0.958343549788027
0.7,14,5,1853,1562.68,2833.449,0.003,0.001,4e-05,1.2e-07,0.858446774076073
0.9,14,5,1853,1562.68,2833.449,0,0,4e-05,0,0
0.5,16,5,1853,1562.68,2833.449,0.575,0.5,4e-05,2.3e-05,0.97402606289787
0.7,16,5,1853,1562.68,2833.449,0.005,0.001,4e-05,2e-07,0.867183012786498
0.9,16,5,1853,1562.68,2833.449,0,0,4e-05,0,0
0.5,18,5,1853,1562.68,2833.449,0.953,0.95,4e-05,3.812e-05,0.992298392935161
0.7,18,5,1853,1562.68,2833.449,0.009,0.001,4e-05,3.6e-07,0.877567024466954
0.9,18,5,1853,1562.68,2833.449,0,0,4e-05,0,0
0.5,20,5,1853,1562.68,2833.449,0.98,0.95,4e-05,3.92e-05,0.993393069213409
0.7,20,5,1853,1562.68,2833.449,0.026,0.01,4e-05,1.04e-06,0.897461232682914
0.9,20,5,1853,1562.68,2833.449,0,0,4e-05,0,0
0.5,22,5,1853,1562.68,2833.449,1,0.999,4e-05,4e-05,0.994190687208188
0.7,22,5,1853,1562.68,2833.449,0.1,0.05,4e-05,4e-06,0.925968576841762
0.9,22,5,1853,1562.68,2833.449,0.003,0.001,4e-05,1.2e-07,0.858446774076073
0.5,24,5,1853,1562.68,2833.449,1,0.999,4e-05,4e-05,0.994190687208188
0.7,24,5,1853,1562.68,2833.449,0.23,0.1,4e-05,9.2e-06,0.946633054955007
0.9,24,5,1853,1562.68,2833.449,0.006,0.001,4e-05,2.4e-07,0.870363213221618
0.5,14,0,1856,1564.87,2833.449,0.274,0.25,4e-05,1.096e-05,0.95141611099759
0.7,14,0,1856,1564.87,2833.449,0.002,0.001,4e-05,8e-08,0.851676694127649
0.9,14,0,1856,1564.87,2833.449,0,0,4e-05,0,0
0.5,16,0,1856,1564.87,2833.449,0.515,0.5,4e-05,2.06e-05,0.970384059272996
0.7,16,0,1856,1564.87,2833.449,0.004,0.001,4e-05,1.6e-07,0.863336493732091
0.9,16,0,1856,1564.87,2833.449,0,0,4e-05,0,0
0.5,18,0,1856,1564.87,2833.449,0.912,0.9,4e-05,3.648e-05,0.990594621012082
0.7,18,0,1856,1564.87,2833.449,0.008,0.001,4e-05,3.2e-07,0.87545473884614
0.9,18,0,1856,1564.87,2833.449,0,0,4e-05,0,0
0.5,20,0,1856,1564.87,2833.449,0.974,0.95,4e-05,3.896e-05,0.993151612075788
0.7,20,0,1856,1564.87,2833.449,0.02,0.01,4e-05,8e-07,0.892377859743762
0.9,20,0,1856,1564.87,2833.449,0,0,4e-05,0,0
0.5,22,0,1856,1564.87,2833.449,1,0.999,4e-05,4e-05,0.994190687208188
0.7,22,0,1856,1564.87,2833.449,0.071,0.05,4e-05,2.84e-06,0.91825725112411
0.9,22,0,1856,1564.87,2833.449,0.002,0.001,4e-05,8e-08,0.851676694127649
0.5,24,0,1856,1564.87,2833.449,1,0.999,4e-05,4e-05,0.994190687208188
0.7,24,0,1856,1564.87,2833.449,0.208,0.1,4e-05,8.32e-06,0.943964575493925
0.9,24,0,1856,1564.87,2833.449,0.005,0.001,4e-05,2e-07,0.867183012786498
0.5,14,100,1813,1507.01,2833.449,1,0.999,4.5e-05,4.5e-05,0.998944059497008
0.7,14,100,1813,1507.01,2833.449,0.105,0.1,4.5e-05,4.725e-06,0.929864885680992
0.9,14,100,1813,1507.01,2833.449,0.003,0.001,4.5e-05,1.35e-07,0.860439646119202
0.5,16,100,1813,1507.01,2833.449,1,0.999,4.5e-05,4.5e-05,0.998944059497008
0.7,16,100,1813,1507.01,2833.449,0.176,0.1,4.5e-05,7.92e-06,0.942676578321212
0.9,16,100,1813,1507.01,2833.449,0.004,0.001,4.5e-05,1.8e-07,0.865360733057404
0.5,18,100,1813,1507.01,2833.449,1,0.999,4.5e-05,4.5e-05,0.998944059497008
0.7,18,100,1813,1507.01,2833.449,0.552,0.5,4.5e-05,2.484e-05,0.976636911075627
0.9,18,100,1813,1507.01,2833.449,0.008,0.001,4.5e-05,3.6e-07,0.877567024466953
0.5,20,100,1813,1507.01,2833.449,1,0.999,4.5e-05,4.5e-05,0.998944059497008
0.7,20,100,1813,1507.01,2833.449,0.819,0.75,4.5e-05,3.6855e-05,0.990988778217255
0.9,20,100,1813,1507.01,2833.449,0.024,0.01,4.5e-05,1.08e-06,0.898202662519312
0.5,22,100,1813,1507.01,2833.449,1,0.999,4.5e-05,4.5e-05,0.998944059497008
0.7,22,100,1813,1507.01,2833.449,0.967,0.95,4.5e-05,4.3515e-05,0.997571571855938
0.9,22,100,1813,1507.01,2833.449,0.09,0.05,4.5e-05,4.05e-06,0.926255652206049
0.5,24,100,1813,1507.01,2833.449,1,0.999,4.5e-05,4.5e-05,0.998944059497008
0.7,24,100,1813,1507.01,2833.449,1,0.999,4.5e-05,4.5e-05,0.998944059497008
0.9,24,100,1813,1507.01,2833.449,0.222,0.1,4.5e-05,9.99e-06,0.948861598289568
0.5,14,95,1818,1513.37,2833.449,1,0.999,4.5e-05,4.5e-05,0.998944059497008
0.7,14,95,1818,1513.37,2833.449,0.045,0.01,4.5e-05,2.025e-06,0.910984731192879
0.9,14,95,1818,1513.37,2833.449,0.001,0.001,4.5e-05,4.5e-08,0.842288529496493
0.5,16,95,1818,1513.37,2833.449,1,0.999,4.5e-05,4.5e-05,0.998944059497008
0.7,16,95,1818,1513.37,2833.449,0.127,0.1,4.5e-05,5.715e-06,0.934446442692846
0.9,16,95,1818,1513.37,2833.449,0.003,0.001,4.5e-05,1.35e-07,0.860439646119202
0.5,18,95,1818,1513.37,2833.449,1,0.999,4.5e-05,4.5e-05,0.998944059497008
0.7,18,95,1818,1513.37,2833.449,0.393,0.25,4.5e-05,1.7685e-05,0.965518083988067
0.9,18,95,1818,1513.37,2833.449,0.007,0.001,4.5e-05,3.15e-07,0.875173570174028
0.5,20,95,1818,1513.37,2833.449,1,0.999,4.5e-05,4.5e-05,0.998944059497008
0.7,20,95,1818,1513.37,2833.449,0.715,0.5,4.5e-05,3.2175e-05,0.98585514062209
0.9,20,95,1818,1513.37,2833.449,0.012,0.01,4.5e-05,5.4e-07,0.884973788234061
0.5,22,95,1818,1513.37,2833.449,1,0.999,4.5e-05,4.5e-05,0.998944059497008
0.7,22,95,1818,1513.37,2833.449,0.954,0.95,4.5e-05,4.293e-05,0.997022147636095
0.9,22,95,1818,1513.37,2833.449,0.045,0.01,4.5e-05,2.025e-06,0.910984731192879
0.5,24,95,1818,1513.37,2833.449,1,0.999,4.5e-05,4.5e-05,0.998944059497008
0.7,24,95,1818,1513.37,2833.449,0.992,0.99,4.5e-05,4.464e-05,0.99861419537741
0.9,24,95,1818,1513.37,2833.449,0.172,0.1,4.5e-05,7.74e-06,0.942079901945437
0.5,14,90,1822,1516.58,2833.449,1,0.999,4.5e-05,4.5e-05,0.998944059497008
0.7,14,90,1822,1516.58,2833.449,0.038,0.01,4.5e-05,1.71e-06,0.907460311591664
0.9,14,90,1822,1516.58,2833.449,0,0,4.5e-05,0,0
0.5,16,90,1822,1516.58,2833.449,1,0.999,4.5e-05,4.5e-05,0.998944059497008
0.7,16,90,1822,1516.58,2833.449,0.103,0.1,4.5e-05,4.635e-06,0.929409741894234
0.9,16,90,1822,1516.58,2833.449,0.003,0.001,4.5e-05,1.35e-07,0.860439646119202
0.5,18,90,1822,1516.58,2833.449,1,0.999,4.5e-05,4.5e-05,0.998944059497008
0.7,18,90,1822,1516.58,2833.449,0.306,0.25,4.5e-05,1.377e-05,0.957940585866359
0.9,18,90,1822,1516.58,2833.449,0.006,0.001,4.5e-05,2.7e-07,0.872436549166302
0.5,20,90,1822,1516.58,2833.449,1,0.999,4.5e-05,4.5e-05,0.998944059497008
0.7,20,90,1822,1516.58,2833.449,0.642,0.5,4.5e-05,2.889e-05,0.981932263096431
0.9,20,90,1822,1516.58,2833.449,0.01,0.001,4.5e-05,4.5e-07,0.881616250885373
0.5,22,90,1822,1516.58,2833.449,1,0.999,4.5e-05,4.5e-05,0.998944059497008
0.7,22,90,1822,1516.58,2833.449,0.919,0.9,4.5e-05,4.1355e-05,0.995517119372049
0.9,22,90,1822,1516.58,2833.449,0.039,0.01,4.5e-05,1.755e-06,0.90799732627853
0.5,24,90,1822,1516.58,2833.449,1,0.999,4.5e-05,4.5e-05,0.998944059497008
0.7,24,90,1822,1516.58,2833.449,0.984,0.95,4.5e-05,4.428e-05,0.998282519064463
0.9,24,90,1822,1516.58,2833.449,0.147,0.1,4.5e-05,6.615e-06,0.938073508692499
0.5,14,75,1833,1527.4,2833.449,0.975,0.95,4.5e-05,4.3875e-05,0.997907185080729
0.7,14,75,1833,1527.4,2833.449,0.016,0.01,4.5e-05,7.2e-07,0.890369463941414
0.9,14,75,1833,1527.4,2833.449,0,0,4.5e-05,0,0
0.5,16,75,1833,1527.4,2833.449,0.995,0.99,4.5e-05,4.4775e-05,0.998738105428161
0.7,16,75,1833,1527.4,2833.449,0.035,0.01,4.5e-05,1.575e-06,0.905770367897887
0.9,16,75,1833,1527.4,2833.449,0,0,4.5e-05,0,0
0.5,18,75,1833,1527.4,2833.449,1,0.999,4.5e-05,4.5e-05,0.998944059497008
0.7,18,75,1833,1527.4,2833.449,0.177,0.1,4.5e-05,7.965e-06,0.942824044658009
0.9,18,75,1833,1527.4,2833.449,0.004,0.001,4.5e-05,1.8e-07,0.865360733057404
0.5,20,75,1833,1527.4,2833.449,1,0.999,4.5e-05,4.5e-05,0.998944059497008
0.7,20,75,1833,1527.4,2833.449,0.375,0.25,4.5e-05,1.6875e-05,0.964061652588677
0.9,20,75,1833,1527.4,2833.449,0.007,0.001,4.5e-05,3.15e-07,0.875173570174028
0.5,22,75,1833,1527.4,2833.449,1,0.999,4.5e-05,4.5e-05,0.998944059497008
0.7,22,75,1833,1527.4,2833.449,0.746,0.5,4.5e-05,3.357e-05,0.987436628568902
0.9,22,75,1833,1527.4,2833.449,0.018,0.01,4.5e-05,8.1e-07,0.892615862813534
0.5,24,75,1833,1527.4,2833.449,1,0.999,4.5e-05,4.5e-05,0.998944059497008
0.7,24,75,1833,1527.4,2833.449,0.961,0.95,4.5e-05,4.3245e-05,0.997318620208572
0.9,24,75,1833,1527.4,2833.449,0.047,0.01,4.5e-05,2.115e-06,0.911902576343924
0.5,14,50,1843,1535.89,2833.449,0.956,0.95,4.5e-05,4.302e-05,0.997107004789324
0.7,14,50,1843,1535.89,2833.449,0.009,0.001,4.5e-05,4.05e-07,0.879696394545975
0.9,14,50,1843,1535.89,2833.449,0,0,4.5e-05,0,0
0.5,16,50,1843,1535.89,2833.449,0.974,0.95,4.5e-05,4.383e-05,0.997865336102082
0.7,16,50,1843,1535.89,2833.449,0.017,0.01,4.5e-05,7.65e-07,0.891522884968061
0.9,16,50,1843,1535.89,2833.449,0,0,4.5e-05,0,0
0.5,18,50,1843,1535.89,2833.449,1,0.999,4.5e-05,4.5e-05,0.998944059497008
0.7,18,50,1843,1535.89,2833.449,0.107,0.1,4.5e-05,4.815e-06,0.930312831821708
0.9,18,50,1843,1535.89,2833.449,0.003,0.001,4.5e-05,1.35e-07,0.860439646119202
0.5,20,50,1843,1535.89,2833.449,1,0.999,4.5e-05,4.5e-05,0.998944059497008
0.7,20,50,1843,1535.89,2833.449,0.215,0.1,4.5e-05,9.675e-06,0.947990250499728
0.9,20,50,1843,1535.89,2833.449,0.005,0.001,4.5e-05,2.25e-07,0.869233500713555
0.5,22,50,1843,1535.89,2833.449,1,0.999,4.5e-05,4.5e-05,0.998944059497008
0.7,22,50,1843,1535.89,2833.449,0.544,0.5,4.5e-05,2.448e-05,0.976137259652454
0.9,22,50,1843,1535.89,2833.449,0.009,0.001,4.5e-05,4.05e-07,0.879696394545975
0.5,24,50,1843,1535.89,2833.449,1,0.999,4.5e-05,4.5e-05,0.998944059497008
0.7,24,50,1843,1535.89,2833.449,0.874,0.75,4.5e-05,3.933e-05,0.993523435812279
0.9,24,50,1843,1535.89,2833.449,0.029,0.01,4.5e-05,1.305e-06,0.901961907685032
0.5,14,25,1848,1544.17,2833.449,0.832,0.75,4.5e-05,3.744e-05,0.991598188985165
0.7,14,25,1848,1544.17,2833.449,0.007,0.001,4.5e-05,3.15e-07,0.875173570174028
0.9,14,25,1848,1544.17,2833.449,0,0,4.5e-05,0,0
0.5,16,25,1848,1544.17,2833.449,0.955,0.95,4.5e-05,4.2975e-05,0.997064591338067
0.7,16,25,1848,1544.17,2833.449,0.009,0.001,4.5e-05,4.05e-07,0.879696394545975
0.9,16,25,1848,1544.17,2833.449,0,0,4.5e-05,0,0
